"id","x [nm]","y [nm]","sigma [nm]","intensity [photon]","uncertainty_xy [nm]"
72,13395.03588,19608.81689,185.32565,1382.0222,15.08763
73,13360.11437,12612.90216,339.92751,6677.70543,10.8936
74,13414.70347,20279.10603,65.73078,268.44029,12.28052
75,13363.97862,22102.6028,379.03328,12168.93104,8.23341
76,13271.27165,23878.51056,158.92175,1510.78044,19.01524
77,13505.87435,25619.19486,131.73127,1048.87089,11.38001
78,13640.93076,18159.18096,211.32355,4202.25564,8.07933
79,13590.26156,23207.49696,71.58432,242.25353,14.19318
80,13594.28193,14206.12939,435.28825,11152.46205,10.89291
81,13657.10882,17099.70504,127.73013,556.70967,19.41669
82,13583.94721,20905.16732,314.51433,7294.91559,8.15897
83,13687.27439,16966.62046,146.0984,1180.36109,14.63412
84,13680.06694,22695.9889,132.1983,956.93743,10.89488
85,13999.24021,10289.43058,431.18936,12212.46318,13.40959
86,13737.63897,11805.02224,243.85018,4561.43682,9.55711
87,13841.36844,19051.77985,330.13475,9248.55774,8.8492
88,13840.75314,22204.06833,108.84219,366.13038,13.59675
89,13881.79823,15564.11767,364.67932,13395.9022,8.73893
90,13900.70474,15817.11707,74.27746,443.70695,9.67771
91,13972.37542,20388.2974,100.70724,472.56425,18.73332
92,14010.23634,23773.28303,167.92249,785.48853,32.80387
93,13930.45172,24829.29571,134.90288,1200.41552,11.15866
94,14113.52641,9475.10936,228.42649,3088.89041,10.12023
95,14085.05401,10728.83107,340.34672,11038.89801,9.68228
96,14002.47973,11542.39707,69.41152,230.93321,18.81311
97,13984.51149,14913.77166,381.49803,10023.2126,8.78896
98,14016.16861,17613.03566,51.20928,143.85376,14.76747
99,13926.57438,18120.52613,162.72,1047.9797,19.53827
100,14081.72107,20524.12383,229.09475,3280.85453,12.78888
101,14102.14716,26095.48915,117.90099,1034.58425,12.59563
102,14176.61625,9129.19351,182.83039,1840.64214,13.84211
103,14122.95171,16550.68075,82.85703,393.43886,11.98837
104,14136.18561,19230.66272,90.7714,456.00351,12.94114
105,14153.57266,23357.13343,152.93946,1172.32056,15.3958
106,14212.67357,25410.02301,108.24303,400.2106,17.15996
107,14276.0016,10051.07867,562.67227,24291.27996,10.10855
108,14296.11989,12407.05785,124.33263,377.00823,14.3006
109,14288.56928,22071.47351,54.60287,204.14838,13.70565
110,14362.69417,24076.11767,140.07594,2275.8626,8.16415
111,14419.67942,26195.87875,164.21268,1751.32212,13.25321
112,14347.30258,10986.59525,305.9994,7414.77663,12.48546
113,14433.78662,11781.07219,308.33104,6352.00731,6.64449
114,14472.00566,12988.77064,142.66407,741.7306,12.05926
115,14447.71091,18715.65858,66.10483,348.93976,9.02039
116,14451.75904,19793.58132,171.21572,5737.51188,4.75573
117,14427.12275,21771.36257,100.42943,550.69186,11.15136
118,14661.6309,8519.58159,132.04283,923.31218,11.8991
119,14652.96346,9380.22772,351.45976,10550.46221,10.06102
120,14549.51363,9869.48985,130.6769,546.95933,18.13132
121,14497.73741,10953.03642,183.0578,2005.77227,16.6232
122,14674.45548,13934.32556,392.36979,8711.23534,9.73298
123,14539.84638,20558.53665,207.64673,1988.50864,14.12555
124,14698.63985,16338.82889,251.06603,3952.53937,11.66363
125,14721.48795,25683.71331,150.44909,1097.64137,13.47051
126,14685.64331,19168.09448,201.15138,2941.20989,12.48312
127,14921.67958,17601.99652,397.69564,11859.01323,9.90899
128,14810.13009,18601.75068,176.47593,1778.73358,12.75473
129,14943.3425,8991.24228,166.25511,1115.42993,14.47462
130,14745.8556,9430.23093,401.4838,12788.22257,7.04109
131,15058.39369,15025.10352,149.45385,887.46895,18.02806
132,14918.80679,9101.20565,345.95696,8835.49713,8.84922
133,15024.30286,14206.0566,131.31291,500.46798,14.05875
134,15016.85255,22499.68461,147.51654,963.64464,19.41669
135,15212.92586,24525.85346,405.0827,16561.57233,6.86388
136,15017.95693,16500.02483,416.32731,13318.37848,8.92926
137,15104.92761,17878.51194,204.05443,3296.27986,10.12818
138,15140.48079,10412.44507,390.6536,9888.01449,9.00524
139,15093.61357,20754.24997,252.01894,3067.36051,12.93178
140,15267.11873,11993.57244,185.68362,1761.65857,10.2553
141,15201.73051,23188.80486,125.61187,1172.69226,8.36083
142,15402.45706,25735.41429,136.82521,807.83444,20.42029
143,15283.98031,10644.20699,229.4096,2980.04804,11.86623
144,15321.58889,10986.13801,151.44487,1178.70911,12.89351
145,15336.15197,12172.72708,244.96321,4444.0665,10.05098
146,15401.20289,15751.5682,79.29602,197.49507,19.95847
147,15350.04513,23877.69068,146.7528,974.2694,14.6356
148,15269.48573,24460.58223,219.13242,2694.85622,13.06303
149,15441.79738,7631.84251,236.4929,2439.73992,9.56735
150,15411.0909,13321.95283,186.07885,1084.31374,14.51897
151,15396.14082,21919.1549,89.98771,460.16959,15.00356
152,15355.84858,22589.22168,340.97836,6938.97252,11.95736
153,15470.92381,24718.61135,341.17428,10521.84769,10.58591
154,15442.44933,25712.24912,158.53522,1069.40129,16.79832
155,15483.17236,26632.48183,146.88789,845.27408,14.39461
156,15541.35027,26820.66915,185.34245,1671.91989,10.13237
157,15570.08232,8716.20157,168.95945,1658.25252,11.2196
158,15526.79814,16517.75017,143.08198,651.30637,17.77143
159,15567.95938,17064.03653,71.92135,361.81903,13.90241
160,15552.36512,17500.53588,62.97781,214.44024,17.19754
161,15657.02111,9490.46872,219.2541,2472.00496,11.90257
162,15749.38984,14500.56503,238.75732,3038.53949,11.68205
163,15846.66048,21424.27564,217.94249,1663.54781,19.55048
164,15788.75199,14043.78802,195.3616,2358.09961,11.58102
165,15727.41151,17816.52872,223.22851,1801.02546,15.79117
166,15792.7183,19535.19604,170.64015,1125.68944,13.92109
167,15834.63514,23473.92941,71.06438,282.65848,16.62473
168,15661.40236,24803.78173,345.16443,9524.51911,9.24956
169,15929.35772,20686.21978,287.69312,9228.58283,5.90688
170,15973.46103,12756.48823,101.37581,399.68345,12.55499
171,15954.10154,18885.37701,125.14687,806.15453,13.88432
172,15961.89506,25542.78129,112.86302,327.30491,23.99858
173,16061.83812,16832.48523,392.4088,14375.084,6.97969
174,15994.69271,17246.50225,472.07656,15778.10928,10.93997
175,16060.2432,20075.58877,72.84483,307.82821,10.36108
176,16104.36992,26144.51581,180.37182,1814.12776,8.52081
177,16150.84499,27026.95681,127.42383,1205.10266,13.40663
178,16100.12523,9440.38588,112.53546,886.86617,10.67108
179,16045.69128,14559.74048,160.49317,1420.86922,12.97378
180,16224.39128,7590.59539,95.54304,301.19463,18.52834
181,16237.7353,9952.858,148.82,1029.40609,15.8352
182,16121.88147,25415.9961,149.37082,559.49055,22.17638
183,16222.19443,8100.19795,142.17692,761.41215,13.55227
184,16266.02413,10299.92628,206.16499,3326.96623,9.98294
185,16312.06781,11129.05719,129.95539,727.5483,14.34109
186,16221.09906,21476.33063,158.70726,1713.09714,9.15353
187,16307.35405,13700.15918,167.15429,998.32846,19.42979
188,16379.05401,15895.84134,185.38143,1926.76755,10.90754
189,16272.78359,17091.66881,188.72263,2038.60473,11.25038
190,16316.46426,22158.47562,190.15652,2558.62103,7.75804
191,16345.7746,26665.68375,120.65619,891.3777,11.72916
192,16396.2783,13197.16513,175.17529,1079.8444,16.33116
193,16584.04514,18410.79869,154.25129,542.48266,31.60364
194,16462.19504,19623.21433,87.2099,311.15446,15.25887
195,16413.71789,20372.82726,116.87582,518.81253,16.22203
196,16535.14769,24622.04918,222.53076,2987.49645,8.85682
197,16396.85415,26995.10781,267.84076,5281.97328,8.12057
198,16433.13359,13009.82421,155.00655,691.99589,21.64172
199,16542.1567,23495.98072,82.04052,401.82805,11.72352
200,16662.10099,9901.36189,97.26205,387.55968,15.74094
201,16543.05782,10832.6225,147.12461,1045.32689,16.15853
202,16615.48762,11500.12351,172.43665,996.06538,17.7561
203,16551.84497,14239.84316,175.80977,1551.15768,14.85952
204,16606.90248,15055.57392,163.67464,835.05584,17.59782
205,16561.04629,19117.8118,55.37465,134.65722,15.76843
206,16726.10954,21007.01404,200.68004,1575.18475,15.6408
207,16697.92239,25790.86793,178.55401,1251.14981,16.76216
208,16830.21546,8000.29039,112.4306,554.58629,14.39331
209,16706.93578,18584.56104,187.80177,1703.97265,18.35361
210,16820.56385,22861.13799,115.69106,605.74016,9.80098
211,16885.86994,6088.3645,135.6902,624.09258,24.92201
212,16916.17369,7320.27956,123.0902,494.3712,20.52174
213,16857.52563,16725.14948,87.20441,362.03658,14.57882
214,16788.86584,17223.87475,443.85429,13837.30495,8.85576
215,16834.36484,18745.1182,77.21766,256.12625,25.44256
216,16872.30481,24419.21033,206.31187,2026.19037,17.05568
217,16816.53386,26215.37302,130.72998,451.34992,23.13825
218,16901.49012,11557.0784,60.53801,154.98637,14.18388
219,16865.36456,20956.8838,356.15806,12539.33671,6.94952
220,16842.01579,21047.40106,249.04894,2690.42212,20.29312
221,16961.24451,21505.33613,42.04551,133.02931,16.80851
222,16859.38175,23427.11706,131.54861,811.95112,13.4989
223,16966.58673,26605.22932,142.36108,873.49204,22.67101
224,16979.55849,27200.87001,169.6167,2563.27281,8.48658
225,17113.74984,15585.41163,92.59844,573.73492,9.88471
226,17096.31214,25370.31609,95.04881,512.44347,11.44639
227,17043.02721,26808.58135,162.88791,1473.24428,11.53303
228,17158.43372,13516.38291,140.09395,755.74785,16.54916
229,17241.43155,19944.51055,222.64025,4056.93597,9.71639
230,17213.83444,9956.31211,127.65227,4968.35313,3.62743
231,17252.19114,10774.97614,165.64119,1626.77098,9.14988
232,17259.39421,11500.17509,387.95148,7335.94076,12.96614
233,17295.26492,12089.29185,146.07356,990.68642,13.75862
234,17289.16454,12769.19846,177.76446,1677.21088,11.51354
235,17216.72059,14189.87366,125.88843,761.40897,14.88553
236,17204.6935,19096.45477,169.46743,2030.49889,10.31176
237,17208.32131,25891.51416,177.16476,970.97258,16.82508
238,17212.06074,16093.85732,382.36737,11780.40788,10.01645
239,17340.28929,18232.56735,149.18826,1565.68153,7.82755
240,17370.1306,7885.42194,130.05316,637.20004,19.8932
241,17493.50561,8642.70819,146.77978,385.24671,27.77155
242,17289.72838,24234.1434,257.49296,3633.98033,11.45667
243,17561.9073,16851.72696,152.21088,682.00657,23.01676
244,17480.47658,17477.96326,90.17568,591.96046,11.76094
245,17553.10982,20921.65468,535.00907,24680.49606,9.11278
246,17532.62523,21876.52174,165.7564,1580.41964,14.89354
247,17663.62953,5564.94867,112.98909,613.27901,14.96983
248,17501.06171,15292.25091,385.12175,13291.43321,9.01554
249,17491.01258,19836.69854,203.00808,1971.84203,12.35278
250,17622.54169,7185.28441,211.69463,2779.13747,10.5711
251,17648.3931,14507.6172,100.35016,427.34016,16.33665
252,17589.03054,26310.37867,200.69376,1048.16125,25.77641
253,17779.6441,22752.97206,162.85447,908.09395,16.87715
254,17668.53812,7238.10412,114.68131,556.48811,19.15563
255,17833.57691,10710.31881,355.01226,6334.0029,9.57022
256,17842.89475,18931.74433,167.22891,1980.86515,12.40818
257,17813.39566,27362.11061,102.90529,406.8577,12.35373
258,18012.77603,6669.39813,306.13286,4030.70471,12.42554
259,17868.55574,13861.05353,141.17364,1221.26015,10.05546
260,17879.61417,17085.77367,415.70406,13934.84318,9.19907
261,17802.19223,20864.25208,196.64841,1876.10332,13.64826
262,17952.80614,8104.73245,248.63604,2256.13392,12.81234
263,18103.42367,13209.68871,353.66082,8418.4173,8.00581
264,18019.73397,15470.30634,176.30779,2298.93651,11.36834
265,17914.68247,18779.57224,223.31314,3114.90323,13.12637
266,17964.45125,25408.64779,125.58843,418.53021,21.93438
267,18122.2151,15611.24079,213.2386,1797.96837,25.92131
268,18084.57802,16781.15551,114.16761,625.27352,10.67949
269,18049.57159,20171.81377,94.06341,371.93571,11.69705
270,17959.83137,25720.94406,226.05304,3170.8182,8.44236
271,18138.75288,5666.46205,291.23412,4391.47272,10.64874
272,18116.11952,11607.59375,197.47559,1489.26065,17.1186
273,18026.41571,27473.86289,123.3354,937.57741,16.2754
274,18171.31683,10044.5881,131.01748,759.998,13.50856
275,18065.11488,13803.04251,290.13597,3924.36066,14.03956
276,18223.76037,18323.63871,368.153,11589.70676,8.74542
277,18148.20657,26550.38741,111.0601,371.46406,23.53924
278,18273.58228,8077.45186,61.89811,155.07902,19.06238
279,18296.49675,9519.49222,119.22087,1636.89931,7.28015
280,18373.42085,10720.59227,136.92599,658.47057,13.15205
281,18172.53936,11746.39498,242.43513,3154.59945,10.2555
282,18446.86782,12821.21832,428.36939,14406.02923,9.41848
283,18301.44109,16299.07519,116.44973,599.79723,12.8646
284,18373.69906,19691.31725,159.20296,894.69233,21.37298
285,18413.14525,22357.58573,192.0559,1442.39603,16.6368
286,18213.67358,26635.68301,115.72502,409.38278,21.54805
287,18523.71562,17493.92664,190.92526,2468.42501,13.09376
288,18428.41345,21114.9162,136.45536,940.09062,13.19347
289,18390.01927,6547.89117,134.86747,683.52778,11.32513
290,18432.64309,23868.13151,111.58832,835.83294,12.76148
291,18540.97685,7639.50901,221.52952,2278.44735,14.33916
292,18514.18342,14875.23894,180.46376,1373.08989,19.82245
293,18553.7655,25174.12276,109.97102,756.67135,12.4352
294,18645.20658,9028.63605,135.21523,830.05926,19.35471
295,18519.29408,14801.16296,170.02187,991.74065,28.16419
296,18485.91492,26093.02443,196.04794,1074.17005,24.93863
297,18586.04928,10724.16544,179.43016,1337.31923,13.2748
298,18723.92215,11154.1901,123.971,379.1541,25.12237
299,18616.81868,12606.47203,176.40933,2111.70408,10.20356
300,18644.57431,19484.38081,217.41079,2831.87186,11.26791
301,18636.83521,27442.19832,125.60345,888.12044,22.42255
302,18678.01926,5304.30514,101.64123,523.96393,17.38974
303,18699.05742,14699.39029,187.44444,1532.16388,18.259
304,18718.87629,17512.87295,163.38283,1352.52714,15.25632
305,18745.97922,18563.12603,89.4227,726.13452,9.52022
306,18757.31054,24493.3149,75.98873,235.73832,18.82143
307,18839.83166,5899.48258,136.64877,976.31346,11.22838
308,18907.53802,7150.02538,306.43763,5565.86113,12.93101
309,18887.62469,9312.77262,201.48212,1849.9323,20.24782
310,18912.8592,21348.96935,177.2759,1861.20516,20.38316
311,18938.20069,26847.86976,188.92173,1105.47586,16.27889
312,18903.27911,8600.90126,115.7422,676.62317,13.37805
313,19024.29958,10058.58485,181.63356,1721.90374,12.57181
314,18926.76717,11686.53051,159.67037,1196.06555,9.27242
315,18947.50421,21243.51698,198.5468,2669.01627,14.50154
316,18930.69258,27447.96627,119.70354,1070.18296,16.68949
317,18970.4778,13519.02087,77.62381,210.67422,16.51801
318,19010.94434,16384.77305,178.09964,1235.43026,13.02689
319,18981.70538,22037.04824,141.70024,951.24474,13.61844
320,19035.76335,13060.93778,195.69343,1782.97496,11.71388
321,18944.88034,18689.30927,187.75393,1874.00222,23.02513
322,18988.22235,24973.99364,185.42368,988.4655,21.93156
323,19129.21272,15674.90029,150.39808,1136.85797,12.89657
324,19224.75358,20582.8533,221.90538,4126.95687,9.78662
325,19166.40302,26804.82161,63.22214,238.43909,12.83838
326,19244.21011,11026.98437,109.19151,639.15969,13.0609
327,19209.14738,17035.11751,105.72968,526.12813,15.98103
328,19304.59942,19695.9519,130.60443,1025.31805,16.61217
329,19269.71123,23955.21514,128.53547,932.22136,13.10321
330,19396.14316,14160.67521,165.87407,1502.56925,12.6456
331,19514.32713,14738.90581,198.56295,1602.81941,20.30626
332,19287.16221,5732.88974,111.03623,523.99219,22.7397
333,19449.51229,19436.8832,235.78224,4968.45374,12.07156
334,19407.9987,7186.75947,285.1991,3339.4938,13.02029
335,19476.65215,12174.88293,112.63031,461.51263,14.04713
336,19473.18346,21828.07149,126.75999,860.50559,12.04789
337,19520.49794,9721.62633,165.308,5734.34409,5.43744
338,19587.24387,21267.24678,150.71162,665.51464,27.83626
339,19548.6815,23429.11374,149.0439,958.3491,11.89946
340,19543.92246,24436.13086,66.99524,150.35015,17.59811
341,19661.64782,8611.0361,59.16569,159.83796,13.91437
342,19732.09607,15213.85711,170.19672,1490.22471,18.04548
343,19779.03608,6658.22797,169.99676,1613.60328,12.25589
344,19659.84292,10113.27399,166.55749,1635.47455,13.36125
345,19793.00316,13084.46189,170.5192,820.47771,17.02782
346,19715.86593,16565.04225,125.90611,1455.11672,8.78144
347,19564.7666,19423.04456,411.13483,17161.74556,7.79167
348,19701.70591,20567.66769,151.28641,869.04091,15.15493
349,19679.69117,22673.32118,269.36945,4648.00356,10.12946
350,19776.17793,25991.43964,131.6571,1085.73552,13.08377
351,19804.69278,15910.98306,201.20641,1733.06098,15.88725
352,19813.4975,18484.0226,247.88964,4753.86003,10.11949
353,19901.0578,25396.63205,340.95187,11183.91399,6.43991
354,19876.24296,11696.28143,68.06976,121.4049,20.25579
355,19899.25874,14376.66745,127.69651,1869.86112,5.90512
356,19839.60964,24325.42819,175.89044,1324.76054,15.18865
357,19734.5855,10176.45117,213.46005,1990.71547,14.9955
358,20003.45864,11393.22463,76.99389,242.6858,15.41095
359,19947.48602,11504.85078,374.86976,6538.35908,15.0004
360,20073.66017,13815.82435,203.1455,1362.70268,17.12886
361,20039.6145,16260.02597,100.60906,513.23387,13.63221
362,20091.49947,17422.86571,401.23017,10303.17442,9.97145
363,19990.99381,17705.00219,97.36719,410.1032,17.91693
364,20061.45571,21350.34162,80.73968,202.64692,21.40672
365,20102.28367,13222.44307,84.17677,326.58099,13.48463
366,20074.56639,26311.19442,189.91705,2961.89017,9.68131
367,20205.40616,11907.27507,79.01642,205.1253,16.51614
368,20094.2559,18005.15917,172.37637,1346.27411,15.34148
369,20298.97946,8347.92024,150.94964,655.32873,18.10515
370,20316.04417,20113.8404,153.75715,1310.4765,12.91616
371,20312.43503,21599.32301,421.68402,16457.03249,7.78581
372,20240.73372,25244.55887,318.40455,10606.80967,7.22094
373,20265.91608,15305.46067,148.32373,1108.25763,16.81605
374,20285.66832,19186.29302,204.4057,1921.92699,9.29819
375,20318.59463,23002.98719,102.3456,356.32925,16.49567
376,20397.80519,6806.83556,156.07811,1610.05946,11.69078
377,20457.1753,20877.60452,103.66588,874.35819,11.63785
378,20390.26884,24037.92287,112.39504,419.16577,15.4458
379,20535.59806,6366.41576,189.0819,1176.96026,13.96163
380,20611.00467,9754.08533,258.93743,3511.16189,10.63794
381,20599.23537,10874.573,104.71415,559.33643,11.92951
382,20749.83133,16465.02284,493.44595,21389.42674,7.74694
383,20719.5154,17249.96916,245.08004,1936.89587,17.1228
384,20573.82576,18739.36969,147.03381,897.91681,14.94255
385,20636.18531,22201.2405,252.11351,4599.77864,9.91381
386,20783.98746,5468.7429,102.38812,461.76436,16.27778
387,20696.91423,8040.0245,94.3878,368.08511,15.89485
388,20781.30651,12496.57645,143.50206,1643.90077,8.54927
389,20818.28679,7534.7467,75.41196,204.13877,13.55094
390,20910.28281,10566.60433,231.34505,3402.32296,10.07885
391,20779.79066,16202.34311,273.3287,6096.13733,6.12343
392,20846.0274,26902.676,100.23342,330.91101,14.52544
393,20948.176,23326.94316,216.31236,2024.05691,13.2073
394,20872.81347,26958.90424,198.6844,1634.54825,11.63838
395,20946.02861,9578.97419,255.01347,4227.86643,8.71344
396,21012.94724,25966.04328,123.26017,921.86756,12.32463
397,21198.99695,6034.44876,160.05781,800.39798,13.91487
398,21143.9544,14017.42333,329.8703,7586.77436,9.1568
399,21160.65858,22463.85287,244.54912,3367.29168,10.17573
400,21103.71364,8752.74351,220.66743,2230.84815,14.89674
401,21225.10263,15766.74705,176.9268,892.55053,17.76974
402,21122.50776,17865.80703,127.51526,690.50615,17.26926
403,21160.98569,18455.51322,123.53866,627.53048,15.56394
404,21170.42449,20463.04628,77.53409,272.38522,15.46337
405,21096.92693,21058.56521,143.40299,980.2401,18.32079
406,21128.57155,21881.90333,72.87001,210.98883,17.24655
407,21268.62667,24504.93417,280.11841,7105.6545,7.78169
408,21242.79405,7733.11784,149.42107,1138.31567,10.07378
409,21242.20606,11421.89282,115.60401,760.39699,11.34084
410,21289.75908,13743.46629,158.73992,1272.25891,16.1259
411,21277.83461,14951.89036,156.18375,1205.96794,14.89978
412,21206.31928,16579.17178,84.28915,475.33337,13.17931
413,21241.44556,27431.78351,125.37131,750.81968,15.26017
414,21509.84507,4537.97398,118.07055,689.05059,17.3967
415,21300.72215,20272.22759,209.57646,1273.27322,14.66477
416,21348.64113,24837.82562,161.36712,766.81292,17.00011
417,21416.92691,6538.04553,126.60647,521.62731,12.58933
418,21373.43491,11983.46011,375.01601,9160.61711,8.15843
419,21394.41654,23510.61752,95.18491,656.33144,10.98834
420,21473.71997,10900.57791,108.90271,1078.77274,7.49725
421,21415.79343,15949.21027,324.06844,6810.61949,9.4291
422,21543.50776,18901.4971,112.57045,658.71354,10.73288
423,21523.02468,26429.86516,316.99002,6950.72346,6.94536
424,21617.26865,12892.54633,214.43089,2650.23116,11.25603
425,21629.76654,19361.37596,163.04993,964.06084,16.97196
426,21498.85531,20797.0594,444.80023,15508.28482,11.72678
427,21497.73493,24264.09549,397.23255,13706.75386,7.96024
428,21514.2385,26107.24396,180.30537,1547.47634,13.07857
429,21461.95378,26314.4562,437.37284,15892.64708,7.06822
430,21609.51078,21839.52368,265.73503,5285.71758,10.19269
431,21720.2484,12514.04788,164.91177,929.42637,15.70285
432,21741.56669,15141.52871,198.65857,2618.40006,11.01647
433,21737.74645,16889.90451,418.61299,12333.70153,10.56866
434,21759.15815,18353.08326,106.01569,292.73021,20.22652
435,21692.88875,23967.05325,69.87534,268.15231,13.89436
436,21758.43707,10176.17396,101.27829,605.73648,8.43542
437,21846.39981,14336.5624,172.79809,908.859,18.01042
438,21866.10597,25007.94997,195.67858,1591.03451,16.28992
439,22013.78908,16574.42776,133.88006,717.22301,14.01281
440,21853.90375,23747.56277,140.44315,498.37167,34.11511
441,22085.04496,5028.72886,189.18797,1579.00362,11.88361
442,21990.87186,11844.4977,235.89154,2021.81053,9.68646
443,21997.71659,19784.26025,187.91908,1792.04884,10.81692
444,21981.51877,20685.55007,160.50937,1301.44382,13.65372
445,22018.15067,25934.73335,129.086,410.71931,14.77021
446,22128.9409,5793.45877,169.88385,915.21133,22.11822
447,22180.32228,9448.60769,154.57549,769.4325,22.11199
448,22049.34202,18293.74231,195.09575,1727.80395,20.05178
449,22174.84075,7307.17763,83.74051,304.248,18.13692
450,22281.13704,10892.14715,162.10836,989.03448,18.44008
451,22229.9644,24380.24508,97.3067,559.69464,11.30932
452,22346.40391,26697.66496,162.21147,1086.07043,17.11592
453,22215.07716,4644.82496,164.38375,961.28395,13.38516
454,22347.20332,10723.83464,320.99479,5332.84401,11.65299
455,22298.26429,12870.87816,116.71033,528.87646,21.98227
456,22467.98859,13189.08929,123.21362,692.21781,15.4671
457,22267.55077,15673.69353,136.59082,788.58695,14.39213
458,22274.83872,16598.75416,444.73155,16342.27637,10.5795
459,22264.52587,27151.96691,152.80507,1831.71122,14.29924
460,22301.12351,5755.902,140.24072,883.46262,14.16729
461,22307.89137,10762.02498,376.7657,10175.06599,9.54464
462,22336.60726,14772.91743,105.75533,452.87568,16.44724
463,22357.08971,18063.25888,49.94854,192.3488,11.54911
464,22268.11991,19165.76743,219.85124,2063.51761,14.87234
465,22367.96492,25512.6906,141.01217,998.80681,13.1218
466,22386.81462,6514.80593,468.71864,10001.31925,11.14685
467,22471.08051,12391.12674,56.14056,127.22866,15.11865
468,22448.95721,13170.27853,79.12476,318.88675,16.02557
469,22578.72785,16917.49872,182.31708,1533.86536,20.17698
470,22488.36008,26752.72565,123.87915,428.07391,22.53058
