"id","x [nm]","y [nm]","sigma [nm]","intensity [photon]","uncertainty_xy [nm]"
469,14412.84657,6359.55144,69.29125,281.21886,14.79334
470,14418.50935,9940.71157,90.88563,333.00776,21.11114
471,14404.15803,15840.5535,60.44159,363.29316,10.94581
472,14443.85386,18346.36817,94.32191,333.54678,15.55244
473,14526.96963,22036.69567,179.59143,1513.04989,24.27786
474,14458.35617,4801.08395,120.25985,1194.97476,11.41093
475,14539.4011,14067.47574,71.87541,247.55648,16.93615
476,14584.20566,14485.45594,144.97038,1615.66381,13.8943
477,14650.14471,7690.69631,87.86765,463.2096,21.91185
478,14582.29999,9426.76696,115.3474,976.67574,14.13486
479,14629.81076,19909.97044,158.29576,2045.88766,11.59527
480,14562.47558,29003.32825,61.96961,134.17759,13.99818
481,14642.99262,6636.08547,69.41219,347.07487,12.44334
482,14637.8543,11910.1849,110.52432,1331.36432,5.97056
483,14699.34179,17020.74953,98.41894,708.10437,10.6137
484,14671.60586,17703.17088,94.88676,511.81709,15.22158
485,14646.43695,20985.18123,114.93899,899.29158,13.405
486,14702.80294,21972.11267,179.4714,2032.14816,24.79011
487,14773.51394,23397.42955,111.51972,596.49555,20.76929
488,14810.14567,26610.57344,89.67234,367.58441,17.12509
489,14864.78113,5959.20951,80.92253,428.12422,13.00505
490,14671.52503,7651.73566,158.9992,1055.95081,20.64302
491,14857.55391,7882.14583,80.69271,474.56788,18.35255
492,14889.43773,10701.89921,97.28908,441.33558,18.81383
493,14898.89962,10922.80225,114.28253,1003.61638,11.85021
494,14846.68368,26904.97864,97.55377,473.62188,16.36158
495,14845.56662,28437.23196,136.44361,795.96231,18.88098
496,14951.88719,8694.27992,105.74788,769.94027,15.09199
497,15007.8532,10297.27391,134.63746,699.37622,21.67503
498,14941.05285,13361.25438,119.15895,1013.56751,8.121
499,14949.77236,15255.93126,140.70681,1156.28665,17.10697
500,14952.62901,15278.85115,220.93806,2204.35861,17.27773
501,14910.59474,21889.00559,127.2453,929.22087,23.59074
502,15057.27979,26000.48991,204.88464,1857.03179,15.0825
503,14976.93908,5218.14512,118.92303,1245.5993,10.27824
504,14996.05352,7984.87844,165.96561,1316.33147,21.09181
505,14993.50294,14362.24173,110.44049,690.2523,20.22542
506,15029.16105,18157.51439,99.15247,561.36645,14.92476
507,14814.78493,19460.78154,122.08833,346.53587,24.39617
508,15115.67506,23416.17849,364.58652,5568.29511,26.00224
509,15001.2625,24299.76732,58.66426,161.7486,11.94614
510,15057.75476,9534.85408,100.99166,650.62876,14.34954
511,15095.98004,16544.9594,109.24952,520.32102,15.60726
512,15104.69687,27286.12506,89.34921,498.47752,15.66489
513,15149.2578,27956.88519,103.22833,720.97854,13.06114
514,15091.51617,12060.31786,98.465,226.20183,36.17489
515,15335.34131,22665.8002,229.9606,3259.89065,14.0634
516,15193.71615,24763.46282,132.77262,899.50427,15.0881
517,15191.37061,25574.80262,153.86284,2805.09053,8.34256
518,15135.83085,5196.05372,238.1634,3293.51765,18.8952
519,15052.29472,15323.24464,127.11272,611.79721,22.92006
520,15224.05563,21010.70034,127.52733,722.86677,12.69318
521,15306.38414,29032.21982,159.02101,2479.53529,11.53966
522,15300.98233,6955.34402,114.77843,996.81143,11.5325
523,15299.58334,7496.25879,45.22393,215.80006,10.50203
524,15118.07612,8222.88114,172.76442,973.62564,29.50947
525,15304.98112,10371.48402,105.79097,712.77218,14.58572
526,15302.53339,17201.37312,79.89784,198.77443,18.30267
527,15261.14799,24657.7342,129.34792,664.98686,18.41314
528,15349.08357,28456.33569,113.71035,592.81716,16.46952
529,15342.80646,5237.61214,205.00555,1968.04433,19.3097
530,15380.17317,9988.38607,97.43743,573.95361,12.94215
531,15376.03691,13710.19659,69.46288,214.6739,18.86654
532,15449.229,18560.20561,146.371,948.68222,16.67435
533,15327.05019,21144.82496,186.74714,943.71068,21.76142
534,15458.81831,26505.52611,143.33975,1789.94606,8.54359
535,15509.6054,5831.94953,103.68101,874.2268,11.75724
536,15469.72298,7801.76097,60.36323,270.12675,16.93934
537,15560.23789,10817.60738,176.59552,1035.28561,23.61098
538,15572.15266,20540.83287,129.62714,884.55796,17.85076
539,15429.58247,22575.58248,148.02107,1633.05937,15.50954
540,15561.0843,14258.33344,134.55367,1355.65886,15.19715
541,15510.29046,15863.98003,111.16607,887.59814,13.55188
542,15533.39034,18095.38844,130.53712,907.56776,12.36078
543,15611.78598,10473.88063,73.33444,263.01455,17.48612
544,15567.70639,19303.3936,108.04963,354.86518,19.50172
545,15730.67392,8694.00929,96.50538,400.23507,12.29149
546,15882.6655,10935.62802,113.15768,391.86722,33.15211
547,15775.14561,11891.59129,125.98658,669.47361,18.09249
548,15726.29658,12890.83132,136.47551,961.18935,18.29995
549,15731.80778,13097.62028,195.59585,2946.85247,11.71322
550,15659.37565,17111.39584,49.93749,206.92299,12.28278
551,15732.4925,27499.99445,139.55053,583.04871,24.70391
552,15912.39788,7392.71521,121.19666,514.39241,20.9628
553,15876.56238,8233.42444,232.19695,3362.14641,16.89893
554,15721.07609,15299.59126,111.60109,648.27621,20.61484
555,15772.37612,17788.94224,125.99652,856.47319,17.17616
556,15704.04061,20970.46426,100.67016,342.90194,18.21578
557,15776.6788,24901.49752,146.46782,949.97163,17.29728
558,15796.41015,28462.13427,122.22319,647.80396,20.54467
559,15763.57904,10965.69434,154.92256,966.94999,19.57521
560,15873.78656,11544.73332,88.31593,291.0421,28.08499
561,15848.43274,13651.40612,118.07331,708.721,16.64325
562,15856.16341,21746.10501,87.99859,428.69203,17.23217
563,15882.2595,24146.78295,111.8775,429.61513,21.333
564,15828.13305,25925.14546,64.22674,215.48751,14.93288
565,15929.26076,5750.0326,55.47068,214.48008,13.73703
566,15982.82619,15025.23722,133.76355,916.16554,11.27586
567,15879.00914,16430.63481,102.39464,210.93091,40.04115
568,16028.24884,23631.29664,96.22971,253.77523,28.103
569,16086.71559,27951.94958,151.82726,641.92071,33.67293
570,15995.73285,29309.24044,83.78815,286.10954,19.08331
571,15989.60598,29823.053,70.30475,263.69342,9.86048
572,16059.81691,4994.38775,100.68562,488.5649,14.15728
573,16039.00954,14262.26272,109.30593,666.58674,20.30006
574,15982.66673,20136.86787,141.54447,1595.75628,13.21744
575,16143.38511,22742.32424,129.20102,503.62819,23.47401
576,16048.02169,23368.60428,160.70253,975.68877,15.79731
577,16132.27499,6661.16172,134.06577,900.17163,18.34431
578,16097.77747,12497.80923,72.08995,231.66117,17.26866
579,15983.28127,13140.40564,238.11926,2772.67986,13.6954
580,15951.7813,13110.64091,195.98032,1507.10859,21.60043
581,15921.55274,16573.88428,72.69718,217.75226,18.06356
582,16189.56258,6180.25036,123.77484,594.51495,21.11406
583,16248.64628,8471.1178,181.45805,3223.31767,13.27242
584,16213.28677,8938.75467,97.61086,442.97659,18.06648
585,16348.11441,20734.25539,128.94721,260.72668,53.89281
586,16228.78714,21338.21689,105.56626,876.01399,12.85811
587,16070.79486,21903.35243,142.94968,586.03492,30.56219
588,16179.26858,26529.28064,93.94371,434.07844,16.96364
589,16209.97357,28954.40481,123.7988,565.93504,25.17854
590,16262.81118,5734.80473,100.19481,491.44826,19.73406
591,16243.62772,18630.12363,63.32412,154.01236,18.02505
592,16340.91205,10994.06943,54.97331,208.27664,11.15183
593,16475.2757,13602.75166,89.78004,321.77526,26.52273
594,16377.75818,17949.38976,105.354,426.92578,21.05776
595,16273.01963,22787.40044,102.13228,433.46777,17.3025
596,16354.90726,25291.06,180.4264,2117.20896,16.11694
597,16372.55321,27234.79588,101.51874,795.88669,14.89482
598,16283.88278,28112.34179,245.41817,2464.92687,18.20076
599,16582.67206,16752.61101,103.20177,469.75144,19.77315
600,16356.43728,19350.38174,157.80346,589.12927,37.27408
601,16445.49369,24544.90441,70.90907,401.80217,11.1457
602,16347.18135,28163.70617,177.51095,1320.83811,21.13657
603,16399.75152,30108.88432,60.72666,199.10811,11.48508
604,16466.7133,7332.05981,177.22008,1399.92214,23.11203
605,16554.93718,10034.92268,84.53194,451.60739,11.42338
606,16561.00221,12514.42465,64.64207,220.27546,13.6941
607,16517.10552,15837.31186,128.13631,903.94558,14.57045
608,16579.15594,26224.54102,209.37583,1837.28757,20.94295
609,16527.82219,29178.41766,131.57626,851.74717,22.0798
610,16571.35617,9605.48989,119.14823,417.07811,21.14285
611,16603.40384,15001.02751,126.78515,1471.65071,10.03665
612,16574.05917,15346.30373,131.87788,885.00956,19.07614
613,16621.39335,18046.14624,59.14895,255.55538,13.53668
614,16449.30898,21338.74831,151.36738,1036.31569,16.71631
615,16618.46988,23347.67934,88.25003,738.84483,10.62165
616,16684.4123,5260.43049,120.9223,1007.95766,15.37308
617,16703.95974,6578.89153,122.63126,442.60875,25.70603
618,16808.7712,11971.41769,122.2542,730.35441,18.33318
619,16720.8033,7787.74004,119.08817,526.06383,23.92203
620,16721.08188,9138.43074,96.66741,600.71483,10.10919
621,16816.91096,13036.66245,89.45178,623.46124,15.30989
622,16679.76928,14318.90847,181.18059,1029.13102,21.18409
623,16787.69336,17448.05015,71.92445,351.61438,15.18226
624,16826.30137,22351.77196,121.65653,573.02333,23.52746
625,16577.53936,26927.94337,178.8979,1286.09479,21.23767
626,16884.48028,11143.44739,102.3728,536.33243,18.24039
627,16811.28458,13238.13891,134.72896,743.10959,18.61811
628,16839.41889,13903.63833,64.0213,254.89832,13.3043
629,16896.33816,18877.39393,129.60653,768.22441,14.13677
630,16789.02139,19765.45765,88.12581,446.8958,21.03788
631,16854.05429,24067.48398,102.31477,284.12472,29.9274
632,16799.82947,26290.68849,152.73731,1073.22518,21.52104
633,16779.53464,27243.0537,95.01841,495.48125,15.85829
634,16865.47377,28953.66516,189.17783,2045.23117,13.80964
635,17143.2986,5775.58748,146.49138,686.3493,22.19172
636,16916.3094,10521.2511,136.96489,881.7132,12.8594
637,16962.26901,16544.91197,186.19089,1609.61537,21.15695
638,16952.9079,18301.58358,103.5803,313.08055,23.01591
639,16947.7921,19375.70614,156.83096,1243.10848,17.03687
640,17023.6147,20766.35136,190.11771,2279.44333,12.02643
641,16932.24938,8139.95354,130.86656,1005.08144,16.30109
642,17093.93833,8741.45631,124.23115,520.57212,25.6645
643,17055.46921,22414.24054,133.53513,748.63471,17.48086
644,17022.0765,23501.88198,107.17781,934.60604,11.80693
645,16975.42413,24186.40817,52.50466,178.61411,15.91352
646,17062.60466,29765.42882,114.92256,601.65383,15.42865
647,17013.7633,11750.49707,135.92894,1520.86252,13.10251
648,17197.58183,15232.26849,156.69041,1038.99761,17.60129
649,17134.66127,20166.72483,103.52702,380.07538,28.22306
650,16960.54424,26143.90929,127.7246,820.5753,19.7908
651,17115.6453,28057.11098,106.91235,1042.58852,11.36995
652,17096.32782,5337.31554,89.38022,467.39667,16.523
653,17044.01064,16426.98208,220.98698,2862.16405,14.29837
654,17207.19743,18002.30483,50.6559,278.11062,8.51906
655,17158.19302,24959.39022,79.18008,297.23705,13.51023
656,17176.77685,29165.8408,154.21158,879.761,25.55669
657,17287.09285,5742.6574,126.14168,1131.78982,13.95685
658,17221.29417,7401.64471,88.17854,428.44551,9.62078
659,17468.31414,8979.56211,299.75193,3686.10967,21.87145
660,17335.0097,9475.1221,194.46836,1878.11275,17.9537
661,17232.39391,12518.23407,65.04578,291.40365,11.37085
662,17280.43281,14009.5797,161.04107,720.63731,27.56908
663,17290.08194,15251.64751,212.93528,1830.71767,14.584
664,17181.57033,20734.74469,246.75069,3669.75769,19.75727
665,17255.88462,24546.80526,101.88137,554.74018,12.29828
666,17284.74316,25347.64473,129.25769,1017.05014,10.78376
667,17255.29058,28829.05942,178.46421,1671.40905,17.51229
668,17274.17682,6727.24141,176.59398,1318.0256,17.61935
669,17289.71215,23755.99998,69.2209,213.0692,28.06142
670,17400.21146,6403.89026,100.37768,607.61449,13.29106
671,17353.97342,10544.8837,127.12128,811.46144,14.7774
672,17383.51568,17439.0349,130.78565,802.80723,16.05369
673,17380.56893,19443.55351,140.25198,970.0529,16.85954
674,17318.78445,23371.43687,130.55652,819.55143,19.38384
675,17418.86804,27011.76961,97.99554,746.31269,11.64459
676,17457.78514,30252.3777,122.86236,532.46883,20.37933
677,17535.05635,13578.77716,105.90068,552.99197,14.08291
678,17529.47592,18864.72953,102.54804,610.37864,20.94282
679,17347.02728,20800.01175,143.09328,1001.454,27.63924
680,17544.284,22112.8486,116.37508,1036.73764,18.73085
681,17522.17181,26178.05752,112.16779,843.3193,8.50067
682,17499.18294,29092.01409,52.41008,265.90205,13.70286
683,17550.16965,30806.12941,84.8971,266.48466,24.2016
684,17381.44818,9155.67147,291.147,3660.54396,16.88826
685,17480.29023,15275.06168,187.30714,1364.2556,18.45603
686,17529.94583,19058.68887,87.41786,444.26409,17.74293
687,17738.1591,8181.97962,136.21481,876.22767,17.89126
688,17659.07985,11001.03675,99.86521,352.60276,18.042
689,17626.76901,12215.49891,98.34774,766.04087,10.84758
690,17670.65119,14336.49165,141.90379,1130.44239,17.80991
691,17542.96749,15321.39807,151.64733,1079.66403,18.10568
692,17692.51049,17775.43365,199.99814,2651.61888,14.5516
693,17656.98688,18132.35173,94.2766,538.70347,16.14314
694,17609.18525,24359.72134,48.27911,135.60789,11.48394
695,17595.2335,27981.44379,148.50875,1432.30409,13.18603
696,17681.74457,11373.33408,97.4862,427.15614,12.46711
697,17728.51613,22378.50703,149.00649,2033.54207,12.75267
698,17621.57421,30812.03938,98.74706,182.05513,41.14564
699,17957.59372,7000.04536,184.14227,1709.19974,15.54059
700,17815.14434,13140.27138,149.84585,785.00309,20.47326
701,17771.52626,20380.8038,148.50328,922.5444,19.98494
702,17890.15769,27162.249,140.1047,1461.3711,12.81076
703,17924.59393,7817.19225,109.27625,653.28794,15.04983
704,17915.98219,14455.01255,158.51111,1570.00127,15.9756
705,18042.41728,22807.21593,125.80864,584.85979,18.76288
706,17931.39872,25017.42028,51.70052,150.20268,15.73797
707,17818.07137,29626.0077,103.48553,386.26622,19.10069
708,17958.19091,7041.03461,70.20433,312.78544,13.2687
709,17950.4037,27197.11696,162.45494,1302.29178,18.00087
710,18052.71332,28661.0537,96.39496,382.60581,19.28407
711,18042.58607,8373.92552,116.49127,573.63553,18.30675
712,18018.08519,13410.57291,83.65625,253.75507,14.5507
713,18029.98147,21135.72062,110.30116,810.41055,17.49421
714,18049.12128,21853.86206,152.04697,1298.62802,17.23509
715,18049.36285,23982.93741,63.0348,166.19714,20.10935
716,18058.46727,23989.04355,72.52143,193.25764,23.43267
717,18130.68597,5832.70625,84.06748,283.9642,27.0749
718,18130.88411,12717.84322,99.8113,735.7487,13.84807
719,18143.84488,15951.6806,95.7675,400.50416,20.2735
720,18120.97472,16673.26883,185.55834,2036.25097,15.80547
721,18068.5334,17970.0561,86.45656,501.43214,13.97375
722,18151.39893,19555.61959,102.90212,842.42534,7.0993
723,18085.26749,25624.90513,161.4065,1884.26644,9.85203
724,18159.52459,30212.58175,131.58258,1433.66723,15.1404
725,18186.12398,30364.05176,150.52115,962.20537,29.66468
726,18222.34422,10031.69424,188.2256,1087.76118,28.04479
727,18259.30447,15580.37243,79.27186,217.86661,25.31497
728,18167.53279,19017.97637,128.61008,897.32501,12.56218
729,18154.73517,29045.53678,120.14575,937.72884,13.0873
730,18267.51315,6247.08187,163.2056,1544.03307,14.61308
731,18261.36358,10715.10744,51.70216,232.53533,13.6931
732,18261.77046,15601.65366,93.84278,315.33904,21.93819
733,18133.98715,16546.49061,203.04649,1738.40524,16.39622
734,18294.45512,23228.28773,97.29044,330.90989,15.76018
735,18260.56043,26107.78511,74.44573,379.16206,11.57254
736,18308.78186,7915.45579,112.43068,710.46214,15.10791
737,18351.36143,9206.57609,128.7155,1143.68262,10.53127
738,18383.9048,11559.65848,134.7404,975.11283,11.04673
739,18306.338,24541.97432,173.76627,1400.52523,18.48885
740,18297.86753,29609.52048,69.23671,235.91323,14.41544
741,18371.75052,30882.50152,136.45338,1246.98012,13.14959
742,18644.24759,7452.16682,110.86117,451.83764,22.90379
743,18426.92157,10437.55849,48.36479,151.81154,21.36214
744,18451.05453,11439.75881,116.49599,818.57999,14.08864
745,18407.30748,13290.15644,111.42875,330.32617,21.0622
746,18487.59252,19999.56832,120.55882,911.67397,17.05975
747,18480.74136,22639.25864,5.97534,178.73245,3.40654
748,18328.76621,24651.97688,135.07546,709.93563,20.79777
749,18560.61389,26852.46014,215.24719,1816.68881,22.37128
750,18417.56135,27946.05459,122.55504,629.40257,15.0576
751,18454.52798,12853.55996,89.45074,620.51083,12.73341
752,18524.9937,15030.43841,110.92693,394.81656,12.32354
753,18548.56123,16942.09296,107.46518,399.0798,28.42748
754,18538.63382,20379.75688,120.13215,815.24806,18.82183
755,18517.36566,21881.39709,206.01612,1876.92207,23.96761
756,18688.18753,6903.51868,157.76144,1014.21507,26.54915
757,18635.9721,17364.44142,70.49767,246.24538,14.12829
758,18573.97856,18887.18894,115.48248,501.13464,17.05928
759,18762.24894,9739.17204,145.67888,811.50477,28.90398
760,18840.21134,25491.227,95.19558,300.42481,26.31614
761,18659.10061,30210.19312,187.11614,1235.24298,15.9307
762,18831.65009,12041.07305,242.30517,2001.92709,27.02237
763,18708.26639,15636.48486,109.7497,372.42568,14.72723
764,18775.97107,18124.20761,126.57715,532.52804,12.03717
765,18872.89241,25113.92939,187.16134,1105.24504,22.48826
766,18830.82612,27919.51729,191.24536,1610.21697,18.98162
767,18746.92881,29404.65362,88.52637,278.71055,14.93815
768,18956.56049,7471.78847,232.31717,3727.78666,17.83433
769,18853.78582,8786.84041,94.11807,486.454,15.99269
770,18845.53232,23758.79667,161.43694,994.38069,14.70861
771,18738.52893,25699.1188,95.55945,341.48208,23.37574
772,18835.74115,27126.72791,115.65987,872.79392,14.58127
773,18981.02622,7773.64319,162.70903,1737.16268,14.02236
774,19034.50231,9927.38365,172.39142,1554.77608,21.17342
775,18899.44592,10934.63825,125.46061,729.49547,13.42426
776,18998.39387,12445.80321,102.64913,310.96737,27.5063
777,18936.03242,18558.40749,138.95254,935.73679,17.13519
778,18956.35704,20952.69355,62.05731,280.97214,11.38032
779,18944.20243,24377.87466,71.34775,323.47665,15.98674
780,18958.6627,31120.3555,90.26338,530.99604,8.10859
781,18906.99622,6639.37759,87.92245,365.14852,18.45618
782,19063.29899,10113.99767,187.55119,1777.76876,18.25487
783,18981.81239,15024.09091,128.74428,402.34298,14.45792
784,18994.12722,16684.09554,101.21759,643.25719,9.47122
785,18949.04033,21554.13584,132.2589,654.90022,24.70687
786,18934.6678,23247.47276,127.08001,597.40614,16.85586
787,18862.07029,25106.76694,144.03951,938.83159,17.05559
788,18924.46159,28496.95725,140.87286,1815.50308,12.97126
789,18795.30873,28768.04856,207.99699,1792.72103,18.80215
790,19199.28672,7458.65406,278.29415,5938.63909,18.83959
791,19107.52159,13941.14007,146.45671,1289.92097,13.16088
792,19081.56041,16200.08107,75.18575,269.12738,11.30719
793,19291.98934,17189.21748,141.14988,587.39893,15.19448
794,19158.04243,18581.77659,139.6268,967.99007,16.22397
795,19183.6143,20428.02227,90.15483,418.06555,16.63863
796,19200.44104,22204.08339,97.63127,244.87298,28.42892
797,19314.01081,25594.99631,122.07865,419.91885,30.53801
798,19163.53277,27836.05752,139.79935,1425.87151,15.27922
799,19090.39534,9959.88821,264.71682,3792.39367,15.32944
800,19264.0124,12370.8017,80.04169,333.46766,16.49961
801,19304.11969,22728.94764,165.34622,795.86871,26.9981
802,19278.37738,31469.34666,87.00224,298.39921,15.39582
803,19343.40052,13291.99853,94.11652,486.12451,13.92955
804,19358.8315,19392.33243,113.00216,632.84371,17.99869
805,19362.83595,25306.17366,79.11788,430.40763,12.39689
806,19373.33809,26684.63572,110.91314,491.38373,23.06607
807,19342.11179,29380.67071,62.27946,237.32116,14.05647
808,19404.66071,7252.40573,241.62259,4605.40205,11.96411
809,19377.95545,13133.29488,121.65115,433.5393,26.516
810,19407.91953,7595.02151,188.6629,2398.92682,14.99587
811,19514.25789,21183.4511,141.54503,1205.33998,13.83068
812,19632.53253,21581.72885,91.68357,234.14448,33.33753
813,19512.37531,23542.07739,99.20081,402.59345,11.5948
814,19357.67826,24531.50764,111.38248,400.62292,31.65849
815,19538.0662,31119.86957,141.07654,1927.77989,13.79792
816,19583.45955,9282.14246,79.42794,730.72767,8.71874
817,19540.77637,16539.66854,87.47489,268.2222,19.58647
818,19573.3628,16972.05584,130.42382,669.52354,18.47454
819,19537.62765,17137.21394,121.64626,737.26019,13.5341
820,19510.54909,27848.24241,137.15919,984.48209,23.54979
821,19521.88735,28941.29778,54.82145,207.05293,8.03157
822,19558.43189,30355.14192,171.9871,2542.71295,11.67783
823,19598.16374,30868.57665,238.76195,2211.30992,30.91104
824,19501.75726,7063.21688,173.96213,1783.15496,13.72512
825,19564.97825,12321.3526,118.52858,694.33534,22.50669
826,19672.95955,15367.32137,93.7516,371.6292,18.79114
827,19614.62488,17931.21061,95.91697,494.6605,20.09502
828,19686.46527,19640.80501,133.26716,949.22806,18.53346
829,19640.34525,20292.29334,76.85444,475.13857,11.81047
830,19694.73017,23902.30361,76.48661,242.24915,18.33635
831,19716.00867,26842.75983,123.66159,1053.23386,15.69195
832,19826.76637,25492.37335,180.33403,1791.22455,14.69985
833,19699.44767,26471.97674,126.61425,1218.2954,14.46169
834,19775.26556,11615.3976,80.54269,348.9651,19.25955
835,19878.67571,15843.78332,114.81733,511.71409,22.6533
836,19861.13971,20565.3431,90.75358,321.88688,20.41747
837,19847.71337,23000.77745,107.89936,522.19839,20.4461
838,19854.85761,7829.64066,128.30441,621.44575,26.99857
839,19893.86994,10052.98098,79.13054,550.30913,9.36293
840,19949.21152,22072.68511,114.06474,396.18449,18.64128
841,19825.42637,22857.02241,125.11698,568.09239,22.02225
842,19972.84423,24190.98975,92.85179,370.36676,25.0065
843,19903.53703,25467.8654,131.68298,747.03967,19.25914
844,20079.17432,12133.03993,183.34692,2031.57186,16.43695
845,19993.65307,13494.47467,204.14594,3167.86429,10.3449
846,19878.61823,14772.37695,115.09754,292.70089,25.34652
847,19969.84055,15764.50167,274.44307,2073.62143,28.53012
848,19955.88774,17596.80082,114.60282,1895.48425,7.36723
849,19883.6806,27555.30943,196.11018,2150.01127,18.71868
850,20081.6684,28545.78676,75.63079,199.56551,14.28666
851,20006.98277,29283.92611,63.78319,152.37715,14.75111
852,19920.10269,31114.75311,144.69536,2013.11298,13.03859
853,19958.08901,13484.19411,210.87187,3396.20338,11.90467
854,20045.74125,16904.23645,99.73852,201.84,28.22538
855,20043.94413,18656.91594,149.68735,1282.68286,11.62042
856,20061.88735,8790.77116,213.89308,2106.697,16.13553
857,20080.80031,9419.15034,71.11695,343.596,16.1157
858,20162.12692,10585.85633,178.7988,895.96735,24.91224
859,20120.55353,11999.71458,122.94576,1219.12664,14.36011
860,20144.7256,14240.01102,83.01189,225.833,17.05717
861,20109.1013,18871.76664,143.83792,1006.73116,17.62989
862,20206.26375,20059.31751,108.96189,337.04277,33.37646
863,20108.338,21091.77943,85.37006,225.48411,13.861
864,20191.90501,25068.89876,162.17988,1423.73787,20.77537
865,20123.36858,26904.7501,175.3492,2119.66173,13.33851
866,20157.13556,7972.53027,141.07353,1284.52123,18.53794
867,19971.3919,17661.74171,117.57276,1935.33953,8.16766
868,20291.53421,21587.87852,110.1252,543.87001,26.8912
869,20281.24622,7729.21253,179.47452,1357.55985,16.2032
870,20278.48362,15791.15904,156.26335,1462.08886,17.03163
871,20315.66065,23653.94131,118.7746,843.92392,11.16674
872,20307.46616,24431.89804,67.95446,194.07488,16.44135
873,20378.70677,19670.55371,69.43011,494.48381,7.67996
874,20426.96478,20522.43225,148.31645,818.12518,21.71442
875,20467.46468,26256.22782,213.67915,1391.9976,28.54928
876,20357.00219,29997.24946,96.14024,613.3514,10.07034
877,20490.05947,9144.85548,184.83369,1876.45927,20.02118
878,20495.16613,13624.55408,247.0097,1604.92588,28.37234
879,20400.32186,24921.55693,144.87905,1565.95529,11.39073
880,20562.79077,25847.68826,269.23231,2555.34038,26.47326
881,20739.75261,11352.31921,345.92269,3398.4182,31.44508
882,20667.18303,14798.12572,118.81744,264.8811,40.53143
883,20559.94282,18604.09246,135.27517,922.45186,19.89078
884,20522.36956,27862.10864,126.33753,649.2155,22.35185
885,20518.27468,27901.78934,149.31114,1168.59795,19.74536
886,20629.30102,28855.12684,132.04839,1028.50294,14.23948
887,20570.20666,31648.68367,188.7308,1259.83709,32.33938
888,20541.58813,9181.11983,139.30347,841.42582,25.93453
889,20614.44937,10457.22187,119.54041,733.47517,14.11065
890,20463.86701,15833.94812,126.04137,1061.92913,12.94069
891,20722.28017,20597.21882,257.35924,2411.28108,30.55379
892,20435.30654,21455.18287,110.29054,420.0738,27.00471
893,20499.17912,7872.0034,164.52491,1201.16285,13.88001
894,20750.15914,9927.75626,105.93055,677.39824,8.61946
895,20692.21877,11529.33766,84.52479,485.59838,15.17294
896,20711.56856,12157.36322,138.44318,1486.13525,10.1448
897,20677.61414,13791.8515,65.36232,138.17817,24.64237
898,20706.0789,17458.63351,71.60238,260.23406,12.77169
899,20665.15965,27703.75445,251.30003,2017.31938,25.5042
900,20635.37456,30216.38548,132.37103,455.45138,29.42293
901,20753.90768,31985.94558,142.67312,1698.14677,12.70255
902,20856.66764,8871.39785,143.01583,1064.29232,21.13201
903,20713.27112,18341.91748,138.51604,1005.10336,14.41179
904,20790.2907,22384.44494,139.03151,1290.57715,14.48588
905,20724.13313,25702.58885,106.98774,913.45211,14.03724
906,20739.86848,30918.3256,126.24726,720.89112,17.21491
907,20874.77299,16949.0027,96.96607,406.94596,19.42219
908,20887.45921,23141.10575,138.99457,1419.45853,16.91377
909,20894.57491,31882.64906,168.87323,971.44683,32.79712
910,20922.81308,15004.5022,95.20382,419.21248,11.729
911,20932.81989,19189.58095,103.47557,784.85424,17.03196
912,20947.31962,20155.19441,121.03555,661.98322,18.77333
913,20894.55161,20661.13184,172.93831,1910.81215,22.67835
914,20901.69833,25100.75673,133.77333,711.26766,17.22085
915,21139.09575,8694.39513,169.14542,2056.16103,12.86066
916,20968.06535,10319.64736,93.72267,439.38844,20.44172
917,21101.75239,10932.70417,201.46246,1273.12653,18.7434
918,21042.74374,12468.03781,170.65065,822.01739,22.93896
919,21074.58995,17533.94563,94.24152,516.38851,11.46401
920,21177.20323,21512.35534,143.79969,892.23108,16.73558
921,21111.27203,24055.62531,99.43826,458.18601,17.02113
922,21224.54655,12972.77618,92.53677,349.42017,19.00079
923,21215.56694,13945.31553,136.21672,1234.76027,14.65191
924,21119.54325,15551.78188,72.28747,301.54643,17.90258
925,21117.71564,23463.94906,89.27958,446.4679,25.3803
926,21082.97871,28485.91597,123.36609,231.34554,36.03826
927,21262.00836,14937.09626,65.38672,184.17402,17.03104
928,21179.21781,18687.45429,189.63236,2715.49372,16.15224
929,21093.88066,20183.44304,165.88076,620.82806,33.66838
930,21278.49863,22696.19336,46.44248,246.80312,12.43638
931,21219.59209,31887.8088,204.6069,3527.10015,11.30178
932,21319.06228,9201.69455,135.82821,929.72464,17.148
933,21554.78168,16651.05449,163.05736,703.89627,29.05682
934,21161.76604,21526.22037,141.41312,454.83224,35.03576
935,21380.88533,22066.43825,79.5688,562.59596,10.45909
936,21196.26956,29049.00956,102.9802,388.20169,16.31296
937,21328.32515,29965.56825,109.54671,671.51221,14.07451
938,21411.82292,9803.36088,108.36044,512.49283,15.40927
939,21396.07414,15675.63128,65.01941,325.56016,11.33538
940,21401.18708,15940.12178,77.86496,208.16269,24.46639
941,21460.36837,16353.94626,98.45629,332.1007,16.38104
942,21360.37973,19399.13963,83.33865,307.79355,21.68112
943,21396.19683,31252.62407,208.7495,2843.62973,17.89639
944,21309.16464,31458.48644,212.78531,3545.70157,15.60476
945,21465.21418,25733.83579,82.65388,584.69446,7.14577
