var1,var2,n,spearman_r,p_value
Nucleus_area,Nucleus_MFI,24,-0.08695652173913042,0.6861953252985288
Nucleus_area,Foci_number,24,-0.2862146579530269,0.1751393006880199
Nucleus_area,Foci_MFI,24,0.5634782608695652,0.004139998914296168
Nucleus_MFI,Foci_number,24,0.19851778867168784,0.35241318412272027
Nucleus_MFI,Foci_MFI,24,-0.2869565217391304,0.1739742419036644
Foci_number,Foci_MFI,24,-0.529671638345998,0.007769948317791335
