id,x [nm],y [nm],sigma [nm],intensity [photon],uncertainty_xy [nm],x_px,y_px,sigma_px,mean_intensity,Outlier
254,9778.39655,12939.4683,91.84736,1578.29719,13.55677,170,220,2,0.05664488017429194,False
255,9753.10712,15825.38867,119.80504,3290.48936,12.19074,170,270,2,0.047058823529411764,False
257,9866.87973,7892.51489,85.11801,1893.93827,11.46794,172,134,1,0.00784313725490196,False
258,10035.14917,8421.94674,84.77617,1394.37082,14.37899,175,143,1,0.043137254901960784,False
259,9963.46398,10013.83472,113.92448,3197.9843,12.30481,173,171,2,0.06361655773420478,False
261,10025.6946,14153.27011,83.25628,2168.47573,9.46895,174,241,1,0.0784313725490196,False
263,10030.92222,16509.66559,83.13788,1673.78586,10.33488,174,281,1,0.011764705882352941,False
264,9981.06407,20490.67907,79.88374,1203.02033,18.77492,174,349,1,0.08235294117647059,False
271,10260.32065,5223.56247,86.98356,1705.37586,12.49473,178,89,1,0.10196078431372549,False
272,10196.07283,10801.81653,127.37479,15352.76091,4.45744,177,184,2,0.2374727668845316,True
276,10250.66282,14001.8525,114.1813,3695.98477,9.13436,178,239,2,0.07712418300653595,False
277,10267.08194,16636.43712,76.22373,1726.59746,9.30602,179,283,1,0.027450980392156862,False
282,10362.06194,12512.43893,91.56739,1092.64691,22.51835,180,213,2,0.05228758169934641,False
286,10482.74918,5532.22377,98.44899,1830.78028,16.51022,182,94,2,0.07363834422657951,False
287,10416.18326,8047.69022,88.19872,1531.69602,15.63559,181,137,2,0.04618736383442266,False
290,10449.95531,5259.43181,93.51291,2233.57303,11.66999,182,90,2,0.06710239651416122,False
294,10446.97067,16819.87177,92.67442,1953.24557,12.08663,182,287,2,0.036601307189542485,False
295,10444.82332,19785.74487,145.53142,7430.79508,9.22965,182,337,3,0.06949019607843138,False
296,10513.99064,16150.18664,78.38371,824.43749,17.58608,183,275,1,0.00392156862745098,False
297,10551.53173,19036.28786,106.2776,2488.90417,14.26655,184,324,2,0.037472766884531584,False
298,10430.21341,10819.40831,122.81275,5957.10871,8.51462,181,184,2,0.09978213507625272,False
299,10622.42388,12288.67244,90.3477,1316.84755,17.03613,185,209,2,0.05620915032679738,False
301,10539.043,8145.26729,98.2036,1929.48106,17.48885,183,139,2,0.0749455337690632,False
303,10657.45707,12115.54354,86.84525,2525.91311,8.92543,185,206,1,0.00784313725490196,False
304,10543.36531,18315.67972,82.2606,1743.34435,10.63632,183,312,1,0.058823529411764705,False
305,10547.67971,5357.29921,120.93906,3458.67232,11.56419,183,91,2,0.08061002178649238,False
309,10589.43556,19135.53335,90.40452,1390.15233,15.56871,184,326,2,0.04183006535947712,False
312,10704.98654,11392.33083,82.57938,1725.22848,15.12988,186,194,1,0.03529411764705882,False
317,10746.75653,14834.67637,79.72224,2200.99474,10.05674,187,253,1,0.050980392156862744,False
319,10817.54271,8374.77089,89.25933,6077.36781,6.20746,188,143,2,0.14596949891067537,True
324,10943.60789,6495.72486,83.01127,2127.98699,8.82474,190,111,1,0.0392156862745098,False
325,10971.02682,9398.70122,77.53648,1454.55082,10.48945,191,160,1,0.06666666666666667,False
329,11000.07531,7774.48048,83.38667,2560.80994,8.63623,191,132,1,0.03529411764705882,False
331,11082.53564,5992.73312,94.06703,1511.81864,14.55897,193,102,2,0.027015250544662306,False
332,11003.43613,9388.79327,92.98681,2178.35092,11.63447,191,160,2,0.0662309368191721,False
335,11095.12625,17163.40214,92.36317,1776.7963,10.00971,193,292,2,0.06623093681917211,False
338,11037.04759,7137.14543,118.05114,3957.4317,8.17233,192,122,2,0.07407407407407407,False
339,10982.1783,8732.24966,88.3714,1463.29514,11.86757,191,149,2,0.044444444444444446,False
341,11115.37693,11357.58909,109.46394,2489.99099,16.36748,193,193,2,0.04749455337690632,False
342,11020.72143,12433.30707,79.16475,1261.84901,12.72184,192,212,1,0.03137254901960784,False
343,11015.91397,14885.96915,80.04502,1817.34294,10.24372,192,254,1,0.054901960784313725,False
344,11081.64653,21051.421,148.14699,5398.8109,11.24019,193,359,3,0.053647058823529416,False
346,11060.76096,15466.49762,111.84482,2295.43436,10.64369,192,263,2,0.02657952069716776,False
347,11193.67392,16831.58661,134.21622,4709.69234,10.64506,195,287,2,0.06884531590413942,False
348,11076.78657,17657.64334,112.25939,4388.366,7.81882,193,301,2,0.03877995642701525,False
349,11076.12259,18041.20108,99.81328,2345.82344,12.87346,193,307,2,0.04836601307189542,False
350,11199.19373,20452.11967,126.17172,5812.76753,6.83755,195,348,2,0.04836601307189542,False
351,11021.27592,7957.99031,79.98661,1246.21339,12.70082,192,136,1,0.00784313725490196,False
353,11297.55796,18332.53555,124.0889,2135.76175,20.79443,196,312,2,0.02352941176470588,False
354,11287.07264,18515.65009,121.02961,2715.36096,14.94319,196,315,2,0.05969498910675381,False
355,11266.94484,16196.90021,112.56006,2248.99253,12.71454,196,276,2,0.03006535947712418,False
357,11293.17982,11565.3848,76.04962,1512.04384,12.9627,196,197,1,0.0980392156862745,False
361,11273.71386,18480.02621,97.26304,1952.58218,13.32195,196,315,2,0.05969498910675381,False
362,11229.49171,19601.48051,87.58024,1364.40177,17.71451,195,334,2,0.06187363834422658,False
365,11306.39259,20478.54354,109.51219,2812.41085,11.31825,197,349,2,0.05403050108932462,False
366,11425.38218,6783.23191,100.45215,2489.59826,10.57991,199,116,2,0.0514161220043573,False
367,11458.14017,10070.97391,95.45052,4029.59679,7.54482,199,172,2,0.06928104575163399,False
369,11557.83803,12782.43199,123.21761,3223.51904,14.16438,201,218,2,0.0775599128540305,False
373,11546.14222,15329.89136,100.39557,2165.2521,11.8003,201,261,2,0.07538126361655774,False
374,11411.27206,16447.75584,78.04438,1058.27696,14.3413,198,280,1,0.0196078431372549,False
375,11505.94028,17367.25477,76.38486,1644.57658,12.06484,200,296,1,0.06274509803921569,False
381,11549.93181,15457.9281,96.59118,1809.49636,13.23355,201,263,2,0.06492374727668845,False
382,11716.32328,19094.06526,77.07582,1506.7067,13.19051,204,325,1,0.00392156862745098,False
385,11583.82442,12818.82734,90.77602,2302.77697,13.37163,201,218,2,0.0775599128540305,False
387,11496.58624,15208.81716,242.13716,11391.39637,10.74289,200,259,4,0.05551198257080609,False
388,11712.82001,18344.9559,81.75968,1899.21943,13.41681,204,313,1,0.07058823529411765,False
391,11809.3757,9276.16636,80.11377,978.47158,20.69863,205,158,1,0.058823529411764705,False
392,11622.86642,12550.5936,84.47669,2303.23436,9.63533,202,214,1,0.10196078431372549,False
394,11859.1503,5875.12648,92.11128,1832.912,12.3355,206,100,2,0.09673202614379085,False
395,11706.38434,15171.98584,96.0251,2312.55335,10.49625,204,258,2,0.03790849673202615,False
397,11815.83086,6715.8221,131.89108,3432.9822,11.29341,205,114,2,0.060130718954248374,False
398,11884.88713,7686.52362,79.85062,1897.23636,9.34257,207,131,1,0.043137254901960784,False
401,11720.40698,12952.88304,89.71138,1742.51688,15.00322,204,221,2,0.03529411764705882,False
405,11978.56222,7490.14647,101.50838,1892.07187,14.69888,208,128,2,0.05141612200435729,False
406,11984.43141,9105.58981,106.44817,2484.68529,12.64641,208,155,2,0.057080610021786486,False
407,12040.62853,17485.23923,106.08697,2610.51309,14.05835,209,298,2,0.03442265795206971,False
408,12002.62738,20437.79943,98.70711,2076.02548,12.8501,209,348,2,0.011328976034858388,False
410,11951.29595,5783.78545,80.09097,2006.47216,10.59642,208,99,1,0.043137254901960784,False
411,12096.88414,8572.21134,105.11975,1915.48727,13.75666,210,146,2,0.04357298474945534,False
412,12012.37236,10315.32017,98.33875,2578.0423,13.09131,209,176,2,0.041394335511982565,False
413,12112.6095,10943.54061,125.47593,5826.82131,10.16948,211,186,2,0.20435729847494552,True
416,11961.45122,21034.04278,80.12957,2447.28968,9.68709,208,358,1,0.043137254901960784,False
417,12033.2681,21551.72977,76.67675,1993.88135,10.03428,209,367,1,0.01568627450980392,False
419,12008.20852,9436.049,83.71465,2224.1033,9.36653,209,161,1,0.06666666666666667,False
420,12025.09138,7528.19514,105.86502,1855.33452,14.51727,209,128,2,0.044444444444444446,False
422,12154.0311,8213.39396,87.8019,4253.76693,4.65536,211,140,2,0.08191721132897604,False
424,12229.45114,13576.27707,83.16232,1280.24386,12.71728,213,231,1,0.043137254901960784,False
426,12156.40039,17097.97539,83.27466,3930.5323,7.46721,211,291,1,0.050980392156862744,False
427,12166.84216,17567.83817,122.69304,3466.25309,12.88497,212,299,2,0.016122004357298474,False
428,12080.88506,18408.30407,75.00077,803.28745,18.05611,210,314,1,0.058823529411764705,False
430,12197.38865,6256.76581,78.7156,2367.99779,10.39499,212,107,1,0.10588235294117646,False
431,12118.44152,8811.65237,81.76049,1180.62761,13.47645,211,150,1,0.054901960784313725,False
432,12264.13505,10806.43691,176.00612,14720.812,5.69939,213,184,3,0.12564705882352942,False
433,12284.79012,15839.75391,82.75987,1467.56571,11.94029,214,270,1,0.011764705882352941,False
435,12253.00286,17873.07503,107.87753,2927.1231,11.39237,213,304,2,0.05359477124183007,False
437,12257.57738,19381.94327,85.26745,2234.06559,11.39453,213,330,1,0.0,False
438,12301.03339,15317.06852,76.01126,1694.50899,9.96687,214,261,1,0.0196078431372549,False
441,12315.45905,20888.38797,84.30501,1783.55169,13.73572,214,356,1,0.050980392156862744,False
442,12465.95522,9909.79772,87.22777,3036.18854,8.45847,217,169,2,0.04793028322440088,False
443,12383.72616,13718.11217,90.68453,1785.48746,12.04493,215,234,2,0.04531590413943355,False
445,12405.49979,10678.75464,90.326,2540.56681,8.33453,216,182,2,0.04705882352941176,False
447,12508.90723,19792.12719,143.93066,4830.81703,12.28584,218,337,2,0.024400871459694988,False
454,12503.27091,13539.78103,80.06781,927.95745,12.851,217,231,1,0.054901960784313725,False
457,12592.64895,21329.18981,127.6748,5259.209,8.48098,219,363,2,0.08932461873638343,False
460,12685.2738,9547.65637,80.20523,1034.39396,16.58144,221,163,1,0.027450980392156862,False
461,12591.47647,11008.22148,112.52759,3008.65357,10.64068,219,188,2,0.06448801742919391,False
463,12737.83858,5989.56557,228.52184,6855.40916,16.99759,222,102,4,0.03982570806100218,False
465,12612.96089,19806.46815,202.77441,7302.63653,14.71889,219,337,3,0.024,False
466,12630.53061,20617.41742,92.21713,1937.05255,13.89103,220,351,2,0.05098039215686275,False
468,12715.74349,8875.34942,104.15866,1648.6986,15.57668,221,151,2,0.06274509803921569,False
470,12793.14459,15454.42191,96.05755,3256.84289,9.35417,222,263,2,0.11241830065359476,False
472,12670.10529,20019.20735,78.46849,1281.94111,13.4567,220,341,1,0.06666666666666667,False
473,12854.68778,15397.50517,167.74232,7857.87527,9.24026,224,262,3,0.06792156862745098,False
475,12812.66051,17847.46188,81.60343,1462.82207,12.20946,223,304,1,0.023529411764705882,False
477,12850.4161,14371.03745,96.27837,2569.35398,9.6201,223,245,2,0.05577342047930283,False
478,12895.63598,15138.99766,116.15943,4090.058,11.93821,224,258,2,0.07581699346405228,False
480,12888.31041,5799.66632,89.85955,1691.37632,12.4256,224,99,2,0.04183006535947713,False
483,12925.57434,14132.48658,83.39573,2585.65357,9.12016,225,241,1,0.043137254901960784,False
484,12929.41001,20461.65253,84.21519,1678.72757,10.91253,225,349,1,0.00392156862745098,False
487,12890.02342,15404.27699,106.18034,4339.79257,7.90291,224,262,2,0.07363834422657951,False
489,12835.71245,17820.08557,99.55718,1666.9759,16.3489,223,304,2,0.04618736383442265,False
490,13008.16712,18427.4208,81.02656,1637.10831,10.29377,226,314,1,0.00392156862745098,False
491,12939.74366,21149.09541,136.06136,5659.07615,9.34864,225,360,2,0.03616557734204793,False
493,12894.07401,8735.00834,104.26689,1523.4402,18.87567,224,149,2,0.06100217864923748,False
499,13075.18878,19271.54343,94.45796,1780.58199,12.77502,227,328,2,0.030065359477124187,False
500,13175.2232,10347.15077,137.90215,2843.44011,15.82959,229,176,2,0.05795206971677559,False
503,13162.05524,19422.06203,80.09821,1706.63943,11.53342,229,331,1,0.058823529411764705,False
505,13029.54031,7212.31344,81.13744,818.8925,20.2624,227,123,1,0.03137254901960784,False
507,13241.62406,10243.63111,256.24894,9940.43687,13.87321,230,175,4,0.04261437908496732,False
513,13282.27773,19836.8209,79.98669,1705.73778,9.15064,231,338,1,0.023529411764705882,False
515,13238.43214,10246.43517,94.59211,1845.95228,11.46735,230,175,2,0.05403050108932462,False
518,13388.79777,12873.38466,78.99637,1240.68417,13.82999,233,219,1,0.0,False
520,13255.74185,21452.81709,93.90468,3298.48422,8.71028,231,365,2,0.02178649237472767,False
522,13345.61838,10439.75097,87.89746,1607.81126,13.57683,232,178,2,0.04662309368191721,False
523,13393.43927,13017.91797,124.52487,2697.10243,17.30561,233,222,2,0.05969498910675381,False
526,13451.52212,18576.65129,82.34498,1725.84857,9.5986,234,316,1,0.07058823529411765,False
528,13575.35444,6223.94266,90.04414,1274.95143,14.77836,236,106,2,0.02396514161220044,False
530,13577.87917,16445.26324,90.14201,1822.18325,12.46454,236,280,2,0.053159041394335506,False
532,13557.32908,6515.43557,90.05385,2460.06745,11.73349,236,111,2,0.0736383442265795,False
533,13641.12331,6706.20171,134.6095,5381.96708,9.0586,237,114,2,0.07145969498910675,False
538,13506.04463,6189.6022,101.74285,1649.86651,13.27902,235,105,2,0.04183006535947712,False
541,13574.59546,13049.41496,86.8992,1796.30132,11.82242,236,222,1,0.011764705882352941,False
542,13706.72566,7931.13099,98.01491,3592.85145,7.22767,238,135,2,0.04967320261437908,False
544,13719.93956,10508.71467,77.80164,1347.27528,14.09234,239,179,1,0.023529411764705882,False
547,13707.63089,17347.44329,86.06846,1671.61805,12.4702,238,296,1,0.06274509803921569,False
548,13698.89155,17599.56518,107.5157,2409.07827,10.47818,238,300,2,0.05403050108932462,False
