"id","x [nm]","y [nm]","sigma [nm]","intensity [photon]","uncertainty_xy [nm]"
50,6512.05236,15984.19517,41.16035,325.16758,9.00367
51,6520.42173,8792.71503,94.79821,1360.0297,24.12085
52,6621.49345,10754.29748,140.43638,6639.25515,7.8261
53,6519.92149,11945.21074,55.57177,857.34415,8.54955
54,6482.66034,13060.5642,77.97582,1447.34509,10.41636
55,6558.41756,16710.06689,76.1604,1490.69855,9.20386
56,6514.02329,12843.9805,90.9896,1684.11507,15.54509
57,6647.89885,13670.11122,108.58843,2046.70605,10.9979
58,6735.18462,17620.3267,108.36393,2907.56102,8.86964
59,6764.46479,9330.06892,126.09869,3657.81114,10.56397
60,6660.12677,10657.41058,105.30912,4443.49052,8.82959
61,6817.14252,12498.19904,79.99784,2164.62629,9.09774
62,6842.89126,17004.49945,82.65071,1043.47812,13.3766
63,6842.64967,7668.44288,130.90786,3473.90953,11.01861
64,6831.3856,9072.59113,111.53289,3512.33179,11.57683
65,6789.08981,9256.28091,165.23329,5732.98479,13.11418
66,6836.98939,15409.81965,82.06366,1288.80438,10.3235
67,6851.90228,18217.09239,45.46645,277.10768,13.99257
68,6840.35881,13074.09653,43.73295,474.09073,9.02334
69,6922.18253,14337.69292,84.58956,922.94949,18.7183
70,6937.41029,16233.54215,84.89135,2569.70525,9.02727
71,6864.44411,16935.87655,111.56355,1756.43846,14.76021
72,7042.56738,6865.10587,71.93605,1290.27331,9.23158
73,6965.31359,8147.80584,82.95187,1603.64966,12.37048
74,6990.76118,11170.50507,76.1007,1722.85651,9.37139
75,7050.58485,10066.29222,57.30692,798.87654,12.58644
76,7009.22728,12147.65495,33.03254,303.92099,8.81284
77,7013.74724,15006.05302,72.06831,1326.05179,8.92138
78,6946.98891,16939.38159,77.0826,901.64695,12.59003
79,6921.17399,9166.26972,121.33963,3588.00479,10.92293
80,7183.46293,9527.32326,87.6689,1401.27606,15.48001
81,7084.46981,7683.22236,142.4732,4037.2685,10.92824
82,7026.81251,8417.83188,105.16834,2608.16246,12.14912
83,7115.19272,11602.52825,36.03868,448.85786,8.25307
84,7131.79345,13410.73552,53.4206,765.10858,7.65706
85,7101.55261,14503.51867,77.7092,1195.19383,11.92876
86,7178.44734,14352.57185,56.97471,732.05456,10.86105
87,7282.98073,6952.47485,144.31044,8058.39751,6.22401
88,7164.60368,7981.957,68.57247,821.62576,14.27685
89,7271.37354,15467.49861,84.90006,1183.13735,12.00504
90,7217.60547,17292.30582,75.83961,1484.39,10.56827
91,7288.32089,12872.69186,36.47389,327.4772,10.7073
92,7296.03971,16241.12508,62.92328,1699.51152,8.09275
93,7401.32098,6656.10297,102.73983,3368.15623,9.27234
94,7452.15744,13773.75434,70.9649,782.5057,15.62419
95,7376.75825,8801.4871,121.9428,3553.91163,10.63274
96,7311.5074,10216.38864,78.00781,966.61799,17.33435
97,7504.71416,10491.50528,93.57447,2157.82387,11.69789
98,7402.42341,14162.8078,95.73365,2152.77618,13.32776
99,7482.82146,15795.44304,52.0071,718.6085,9.92562
100,7337.81223,17911.39035,90.33477,2082.84255,10.04039
101,7357.99243,18029.03082,92.59172,3254.98567,7.04578
102,7381.0932,9599.64203,75.93044,1877.27772,10.24225
103,7464.46494,10972.19936,53.53005,1058.48089,7.85108
104,7516.40433,12723.59503,43.55034,337.60406,12.73286
105,7471.54362,13162.72334,58.34799,1127.81473,7.81731
106,7408.84261,14488.65853,54.7317,542.11743,14.4542
107,7351.79442,15438.75223,99.64905,1300.65636,17.14618
108,7474.86861,7424.33811,114.34433,4600.94787,8.41212
109,7509.42222,14987.76896,47.68743,465.36312,11.13412
110,7573.16988,14007.20122,151.87811,3291.13111,20.45344
111,7631.86531,16724.47389,87.16903,1965.53834,10.64352
112,7614.11851,8926.10084,89.17607,1581.56759,14.6717
113,7592.16108,10548.01691,75.28204,1719.1622,9.81616
114,7643.92558,11859.64001,95.44675,12594.30162,2.315
115,7653.13547,13565.13399,53.95409,575.44932,15.09402
116,7680.00081,14581.77561,48.4674,735.70165,8.3022
117,7744.04193,6597.71794,108.14807,3940.26282,8.72442
118,7722.05826,12444.74962,41.28287,406.18484,11.15228
119,7890.68927,18763.55784,105.13853,1665.9588,13.53418
120,7774.94857,6776.88874,159.65685,8006.02205,8.60097
121,7847.3186,12671.49032,51.85905,441.33339,17.07579
122,7668.12352,13551.86199,97.93281,1305.42895,19.59248
123,7852.33024,16351.08039,80.51631,1411.83724,11.67148
124,7999.44402,6170.79415,46.06882,249.58066,23.78073
125,7773.22953,9657.65042,79.27302,990.79597,14.75309
126,7815.36998,15603.21963,86.33335,2002.70617,13.18013
127,7854.21982,10288.58413,68.34282,1284.2518,9.58423
128,7931.65699,12897.0119,93.63911,2511.68425,9.62097
129,8064.26272,8319.742,73.01905,818.71935,16.08299
130,8050.22821,8430.67816,62.06943,559.35464,16.75026
131,8010.30218,11304.75845,114.84622,2679.5913,15.98602
132,7936.43966,15013.72342,53.61011,697.3227,11.03179
133,8018.7662,17008.53216,41.13448,433.12527,10.95038
134,8032.14415,8009.95782,63.60512,970.90195,10.89091
135,8006.59031,13982.06119,73.50829,2364.18838,8.30772
136,8016.46107,15416.18371,79.38097,1274.46749,12.57319
137,8165.79289,14744.89086,85.51042,943.43189,16.35293
138,8165.97718,17928.84349,98.9327,1860.8548,11.93876
139,8151.12447,6123.85823,58.35451,895.72187,9.49223
140,7996.22761,6939.38175,86.12296,697.81518,24.84865
141,8197.53684,10633.80209,69.2974,1487.79541,10.25318
142,8164.49708,11524.59102,57.54673,1110.14224,11.38455
143,8153.78658,17491.57036,41.53807,355.75481,10.35612
144,8109.714,17930.67083,80.66227,1370.95503,12.16648
145,8154.9384,18886.99944,130.10112,7424.7568,6.02479
146,8201.54286,8967.41858,96.46938,11814.20272,2.90982
147,8315.29901,15585.67489,27.37442,221.89749,10.07412
148,8320.94488,9402.50556,77.27523,1269.50039,11.10636
149,8353.75735,10872.91794,96.93521,2094.71963,16.17355
150,8178.05922,11996.91139,51.39672,393.08465,16.71903
151,8302.39142,14892.26838,67.57459,1090.70109,11.59583
152,8356.11688,16246.60301,43.83099,367.79293,11.63497
153,8344.34493,16591.83909,107.0712,2510.05855,12.82138
154,8278.0164,17734.44095,110.28029,1546.92756,18.12643
155,8421.20737,6489.55882,101.87637,1576.28132,13.67921
156,8398.45179,7118.26825,39.02967,414.98868,8.62776
157,8391.74669,8273.91164,79.09518,1144.36751,13.19916
158,8403.67552,11082.27123,151.13983,6208.1015,7.77438
159,8439.71266,12968.09579,101.95647,2957.474,9.37485
160,8456.32445,5907.39609,56.42294,1083.11998,8.8874
161,8403.35418,7541.65199,77.66666,1864.66573,9.93614
162,8421.1006,16683.09251,90.03537,1780.35778,12.13972
163,8530.0099,13364.70297,84.44294,2172.44537,9.64122
164,8567.18181,18329.0377,90.91689,967.16513,18.94868
165,8534.27929,17286.80297,48.37813,514.72441,17.02107
166,8586.78206,19504.33581,101.36043,2280.00694,13.26953
167,8630.50291,6017.95175,55.89116,774.63988,13.9922
168,8630.60527,9076.00091,95.16931,2083.19133,12.7226
169,8645.36167,11436.88455,72.78883,912.64316,16.439
170,8644.99101,11717.81594,65.33663,889.92897,12.51695
171,8700.56132,14575.47725,42.48136,324.75861,12.76121
172,8684.41458,15287.94798,93.87565,2681.16287,10.08272
173,8713.58923,12579.29357,72.23746,1137.71857,10.46642
174,8681.44163,17985.538,52.8568,715.17629,11.10092
175,8715.21131,18947.54563,102.07408,3762.11338,9.4603
176,8736.26502,8219.18605,58.40759,1350.80342,8.44757
177,8834.58034,10157.90515,75.77369,1618.08556,10.87898
178,8701.6006,19003.0307,97.12716,3260.68952,11.1203
179,8723.82084,6696.37149,69.52911,1024.71183,14.1979
180,8797.56816,7226.7677,53.81204,718.13204,11.1859
181,8794.915,16030.41314,64.3093,1086.92934,12.57627
182,9022.51489,5587.61591,43.12389,327.65926,11.86991
183,8737.9093,9118.47412,72.03681,1012.55609,13.75659
184,8921.38197,9610.7467,91.65182,2023.17019,11.48581
185,8855.28408,17158.16852,129.37016,5154.37359,9.69212
186,8800.88363,19436.24128,112.92231,3887.25508,14.11288
187,8814.33098,19496.35744,116.57091,3820.79206,10.86938
188,8918.65644,6108.74489,67.88752,1101.52217,10.15515
189,8975.68663,7630.26711,82.2491,2036.25975,9.39518
190,8953.91677,10047.89209,113.22182,2891.80051,13.13527
191,8958.98344,13360.05541,123.31241,3650.92324,8.97937
192,8820.09684,15418.26137,65.7241,1104.60362,12.23389
193,8862.16013,16631.55065,110.30867,3811.05037,9.14208
194,8912.64236,17680.92473,60.28625,1029.12031,9.60323
195,8988.05893,11955.1218,101.31363,2314.65746,14.1564
196,8954.24683,13851.42465,75.55473,1336.79069,12.02574
197,8936.50342,16303.30142,169.72927,4366.26132,15.51125
198,9042.35959,18447.48982,107.26113,4210.97223,8.08418
199,9093.14062,9501.81497,94.76785,1444.82587,19.38981
200,9175.46588,5549.56923,94.34504,968.21046,22.10484
201,9109.09889,8726.96197,42.35476,381.17766,9.30415
202,9126.63168,10845.95229,100.61305,2304.67855,12.28542
203,9100.01027,12350.67665,37.55749,324.17995,9.31975
204,9101.98255,19783.97148,77.05809,2086.40781,8.68478
205,9116.40778,14778.00203,98.11344,1667.59553,15.2734
206,9259.52919,8101.50177,91.52609,3370.6486,9.39161
207,9250.42091,5981.85387,51.16249,594.58877,10.11073
208,9159.55286,9034.67242,81.5206,599.25194,26.35557
209,9220.79161,11837.2949,106.88977,2030.14867,12.70128
210,9277.20609,16884.96462,40.40682,380.99637,10.31527
211,9305.08275,11316.16845,118.66466,2995.41576,11.61172
212,9274.11855,13309.17727,104.22635,1827.21394,13.5694
213,9441.20067,14410.54443,80.77175,1264.14057,13.41343
214,9283.39338,19414.99759,70.03244,1174.22322,12.09983
215,9364.45014,7236.17881,84.47905,1629.83656,13.11618
216,9321.749,11047.16452,120.74895,2828.00536,12.78251
217,9482.00338,5551.86978,99.71408,1622.24913,13.39461
218,9428.96584,8241.73181,93.41321,3057.53953,10.9698
219,9399.30211,15146.53246,76.43762,1358.98978,8.9149
220,9470.86922,16604.5013,47.61981,296.94323,15.61065
221,9413.61828,17084.02124,47.16419,479.18883,11.32287
222,9413.45527,18353.31442,100.12189,3214.80426,11.16137
223,9578.81967,6702.60281,74.21226,801.857,16.16386
224,9504.79726,12456.32847,34.94779,285.35063,10.03397
225,9500.64769,12862.73266,53.85223,479.47372,15.94721
226,9414.62661,18309.71854,103.64541,3292.68554,11.34913
227,9531.20647,19102.17877,86.70509,1218.75233,13.25268
228,9523.71522,20686.54399,15.69564,211.44255,4.09114
229,9530.15101,9821.78258,46.1404,591.65477,9.93793
230,9457.99036,14210.34557,104.32021,1885.79461,17.46016
231,9672.31492,19803.53486,87.48362,929.1315,20.91526
232,9615.97721,7980.30255,84.0784,1750.89804,15.61562
233,9603.86514,5529.21263,71.20893,928.01302,14.37956
234,9688.25846,8682.79244,38.724,349.75101,9.09738
235,9695.14802,13173.62775,50.58757,610.21631,11.55188
236,9656.31531,14644.17345,72.53182,1171.17762,10.41935
237,9731.47568,15669.24876,72.65846,1679.06621,9.99901
238,9646.15679,18575.2896,90.98559,1937.15636,13.2913
239,9736.10079,13855.83133,103.07895,1959.52558,11.86381
240,9811.18078,15896.78318,86.00243,1752.65806,11.9839
241,9780.83428,6020.93905,55.69029,1263.96262,7.43429
242,9815.68285,7466.79723,80.4486,1269.49914,11.58641
243,9922.58925,10597.0311,73.37904,1118.3324,12.05671
244,9765.38478,11751.40294,78.042,1030.64662,13.36975
245,9708.27923,13800.47966,91.32007,1238.24452,18.97649
246,9848.11629,16881.04138,87.53554,1388.94304,14.5529
247,9799.7308,18968.46308,57.56787,795.42906,10.6483
248,9667.81842,19783.06762,68.00959,624.01375,20.68331
249,9753.25431,20404.50031,78.00057,1946.5722,10.50035
250,9811.55783,6595.69273,65.43835,1255.17087,10.51227
251,9799.49307,9366.86796,79.87626,1412.73774,10.5984
252,9996.4174,10057.96549,115.88058,3303.95319,11.07197
253,9852.04421,11305.91555,36.13775,193.08607,13.1256
254,9778.39655,12939.4683,91.84736,1578.29719,13.55677
255,9753.10712,15825.38867,119.80504,3290.48936,12.19074
256,9785.08023,17578.64643,72.00298,1793.34481,10.12006
257,9866.87973,7892.51489,85.11801,1893.93827,11.46794
258,10035.14917,8421.94674,84.77617,1394.37082,14.37899
259,9963.46398,10013.83472,113.92448,3197.9843,12.30481
260,10071.3304,13547.16779,54.92641,210.38618,29.46351
261,10025.6946,14153.27011,83.25628,2168.47573,9.46895
262,10000.53271,15103.43721,59.17877,583.21947,13.38087
263,10030.92222,16509.66559,83.13788,1673.78586,10.33488
264,9981.06407,20490.67907,79.88374,1203.02033,18.77492
265,10088.03722,8938.77447,58.36071,624.9936,14.26934
266,10085.58363,17224.26247,62.30009,862.96303,9.89789
267,10182.13256,5867.12587,58.87252,893.28471,9.1254
268,10174.35932,9595.09512,65.28534,696.99544,14.96849
269,10156.87489,19202.69127,67.18066,1322.62503,10.08955
270,10144.08019,20187.98168,73.19235,1339.68408,10.40322
271,10260.32065,5223.56247,86.98356,1705.37586,12.49473
272,10196.07283,10801.81653,127.37479,15352.76091,4.45744
273,10210.3001,11843.56827,73.05761,2266.02324,7.40921
274,10152.40942,15564.46417,29.79826,241.39252,10.44574
275,10237.02638,10150.38039,67.26874,1393.75176,9.80161
276,10250.66282,14001.8525,114.1813,3695.98477,9.13436
277,10267.08194,16636.43712,76.22373,1726.59746,9.30602
278,10194.07933,17396.74566,42.06245,286.72914,18.1126
279,10267.9855,6074.16919,67.56588,1101.42851,11.51194
280,10284.78694,7150.8197,18.05439,291.08288,3.49503
281,10319.00545,7768.69966,72.3398,900.42926,15.99285
282,10362.06194,12512.43893,91.56739,1092.64691,22.51835
283,10317.98001,13342.33923,51.42093,497.26207,9.72695
284,10344.14045,18311.51992,71.44138,1443.00682,11.48738
285,10331.11895,20761.67753,64.36797,1313.41641,9.55264
286,10482.74918,5532.22377,98.44899,1830.78028,16.51022
287,10416.18326,8047.69022,88.19872,1531.69602,15.63559
288,10271.42692,8596.21823,72.0507,869.39183,15.52651
289,10434.06674,15071.86542,72.23377,293.13714,29.59825
290,10449.95531,5259.43181,93.51291,2233.57303,11.66999
291,10407.13636,6721.93956,46.99104,565.53437,8.34688
292,10419.27345,9593.12387,51.56837,549.12683,10.17043
293,10512.36469,14697.5041,69.40876,1129.45582,11.97673
294,10446.97067,16819.87177,92.67442,1953.24557,12.08663
295,10444.82332,19785.74487,145.53142,7430.79508,9.22965
296,10513.99064,16150.18664,78.38371,824.43749,17.58608
297,10551.53173,19036.28786,106.2776,2488.90417,14.26655
298,10430.21341,10819.40831,122.81275,5957.10871,8.51462
299,10622.42388,12288.67244,90.3477,1316.84755,17.03613
300,10612.88037,7391.71638,71.2131,958.49967,16.40443
301,10539.043,8145.26729,98.2036,1929.48106,17.48885
302,10616.04229,9234.75429,64.19663,1354.73119,6.99857
303,10657.45707,12115.54354,86.84525,2525.91311,8.92543
304,10543.36531,18315.67972,82.2606,1743.34435,10.63632
305,10547.67971,5357.29921,120.93906,3458.67232,11.56419
306,10691.01084,6307.59746,44.85497,518.26399,10.24363
307,10645.38133,17480.71436,42.01052,383.57859,10.61258
308,10650.60667,17996.08095,52.96202,758.31421,10.31342
309,10589.43556,19135.53335,90.40452,1390.15233,15.56871
310,10639.68258,20589.08666,49.77296,726.23876,10.89355
311,10738.32041,10504.09513,51.10491,689.46206,11.44728
312,10704.98654,11392.33083,82.57938,1725.22848,15.12988
313,10725.0076,16370.24956,72.14836,1434.80821,9.99588
314,10823.18131,7304.60533,69.66484,1375.77044,13.18273
315,10746.72615,10162.23447,48.13591,341.36544,13.94384
316,10718.35731,13039.04023,59.88619,397.9277,19.12469
317,10746.75653,14834.67637,79.72224,2200.99474,10.05674
318,10787.02584,21228.60246,37.95338,358.57115,13.11296
319,10817.54271,8374.77089,89.25933,6077.36781,6.20746
320,10885.86983,12467.31084,59.55603,908.47109,11.53091
321,10814.59158,15807.93093,50.01279,698.55687,10.26415
322,10884.44746,16801.77746,62.96788,809.57309,14.35749
323,10862.82181,5716.70333,69.38387,1339.80824,11.13604
324,10943.60789,6495.72486,83.01127,2127.98699,8.82474
325,10971.02682,9398.70122,77.53648,1454.55082,10.48945
326,10883.462,13337.76283,36.32887,198.73459,11.28697
327,10899.71848,13739.62117,33.34536,266.19822,7.92838
328,10899.85961,19793.88102,74.80407,1959.51114,9.48578
329,11000.07531,7774.48048,83.38667,2560.80994,8.63623
330,10898.7673,19028.64154,71.50489,899.24672,11.18522
331,11082.53564,5992.73312,94.06703,1511.81864,14.55897
332,11003.43613,9388.79327,92.98681,2178.35092,11.63447
333,11007.15444,9917.52363,37.06228,197.52731,16.49081
334,10996.75473,10565.32433,57.50844,1034.70988,10.14143
335,11095.12625,17163.40214,92.36317,1776.7963,10.00971
336,11083.50019,5403.71143,52.04714,456.33101,16.8693
337,11026.80278,6685.93459,64.68736,599.90395,21.1751
338,11037.04759,7137.14543,118.05114,3957.4317,8.17233
339,10982.1783,8732.24966,88.3714,1463.29514,11.86757
340,11171.47414,10222.3252,48.99712,392.20317,14.15964
341,11115.37693,11357.58909,109.46394,2489.99099,16.36748
342,11020.72143,12433.30707,79.16475,1261.84901,12.72184
343,11015.91397,14885.96915,80.04502,1817.34294,10.24372
344,11081.64653,21051.421,148.14699,5398.8109,11.24019
345,11192.56114,12241.68975,72.3699,844.46527,15.77707
346,11060.76096,15466.49762,111.84482,2295.43436,10.64369
347,11193.67392,16831.58661,134.21622,4709.69234,10.64506
348,11076.78657,17657.64334,112.25939,4388.366,7.81882
349,11076.12259,18041.20108,99.81328,2345.82344,12.87346
350,11199.19373,20452.11967,126.17172,5812.76753,6.83755
351,11021.27592,7957.99031,79.98661,1246.21339,12.70082
352,11209.16684,13503.09676,62.0471,717.66616,11.38071
353,11297.55796,18332.53555,124.0889,2135.76175,20.79443
354,11287.07264,18515.65009,121.02961,2715.36096,14.94319
355,11266.94484,16196.90021,112.56006,2248.99253,12.71454
356,11315.08779,5164.92219,49.40586,334.78499,15.77325
357,11293.17982,11565.3848,76.04962,1512.04384,12.9627
358,11306.69975,13903.17093,44.53524,633.57206,8.67292
359,11272.63317,14451.80272,38.70706,440.3945,6.27888
360,11286.33158,16111.00803,68.95462,862.58956,13.50833
361,11273.71386,18480.02621,97.26304,1952.58218,13.32195
362,11229.49171,19601.48051,87.58024,1364.40177,17.71451
363,11373.35487,19059.34808,66.04731,801.91411,17.22988
364,11243.61985,19998.91784,68.80614,1169.89473,14.5236
365,11306.39259,20478.54354,109.51219,2812.41085,11.31825
366,11425.38218,6783.23191,100.45215,2489.59826,10.57991
367,11458.14017,10070.97391,95.45052,4029.59679,7.54482
368,11478.16852,10699.45547,45.26586,411.95041,14.1267
369,11557.83803,12782.43199,123.21761,3223.51904,14.16438
370,11390.7906,18856.87843,61.651,679.15505,14.89482
371,11476.85109,6097.29135,46.44356,670.13844,9.71366
372,11480.12055,9612.40005,63.78765,1006.30347,10.24607
373,11546.14222,15329.89136,100.39557,2165.2521,11.8003
374,11411.27206,16447.75584,78.04438,1058.27696,14.3413
375,11505.94028,17367.25477,76.38486,1644.57658,12.06484
376,11485.93508,20985.93608,48.97119,511.32554,12.87756
377,11531.86615,8864.39303,39.91824,330.07533,10.6877
378,11542.95815,21349.12999,67.23218,1094.82493,9.95517
379,11563.2985,7219.17136,30.30695,270.35422,9.50012
380,11597.44059,12292.13798,56.72381,766.99049,13.4016
381,11549.93181,15457.9281,96.59118,1809.49636,13.23355
382,11716.32328,19094.06526,77.07582,1506.7067,13.19051
383,11647.75078,5241.71219,58.44459,1277.83322,7.38792
384,11611.22224,11799.23309,67.62461,897.94789,13.03949
385,11583.82442,12818.82734,90.77602,2302.77697,13.37163
386,11701.937,14187.60093,72.58428,882.88763,10.71136
387,11496.58624,15208.81716,242.13716,11391.39637,10.74289
388,11712.82001,18344.9559,81.75968,1899.21943,13.41681
389,11730.59416,19727.19739,72.56692,771.97667,13.9649
390,11818.00168,7927.64649,72.84455,850.76532,16.73954
391,11809.3757,9276.16636,80.11377,978.47158,20.69863
392,11622.86642,12550.5936,84.47669,2303.23436,9.63533
393,11691.41313,13240.73411,72.22223,1166.94005,11.41681
394,11859.1503,5875.12648,92.11128,1832.912,12.3355
395,11706.38434,15171.98584,96.0251,2312.55335,10.49625
396,11702.54345,19103.53746,67.34955,1233.76609,10.88411
397,11815.83086,6715.8221,131.89108,3432.9822,11.29341
398,11884.88713,7686.52362,79.85062,1897.23636,9.34257
399,11901.2143,8091.28013,49.46096,490.34114,13.65895
400,11856.95509,11404.60842,49.90943,488.8417,10.79425
401,11720.40698,12952.88304,89.71138,1742.51688,15.00322
402,11848.8337,14682.42215,72.07587,1878.42293,6.78912
403,11787.07887,15876.73981,71.18305,1474.98306,8.92785
404,11849.06839,18115.14408,46.18475,708.40572,12.64043
405,11978.56222,7490.14647,101.50838,1892.07187,14.69888
406,11984.43141,9105.58981,106.44817,2484.68529,12.64641
407,12040.62853,17485.23923,106.08697,2610.51309,14.05835
408,12002.62738,20437.79943,98.70711,2076.02548,12.8501
409,11980.07627,5506.01782,69.4476,1552.74225,9.96913
410,11951.29595,5783.78545,80.09097,2006.47216,10.59642
411,12096.88414,8572.21134,105.11975,1915.48727,13.75666
412,12012.37236,10315.32017,98.33875,2578.0423,13.09131
413,12112.6095,10943.54061,125.47593,5826.82131,10.16948
414,12028.63032,16395.93253,42.18795,357.72064,11.75882
415,12031.61922,19634.38274,72.34316,1701.09787,9.63349
416,11961.45122,21034.04278,80.12957,2447.28968,9.68709
417,12033.2681,21551.72977,76.67675,1993.88135,10.03428
418,12013.92243,7269.37842,52.56211,635.06258,11.17947
419,12008.20852,9436.049,83.71465,2224.1033,9.36653
420,12025.09138,7528.19514,105.86502,1855.33452,14.51727
421,12105.42421,11584.631,36.30624,185.37636,13.51599
422,12154.0311,8213.39396,87.8019,4253.76693,4.65536
423,12152.22434,12278.03908,49.64846,624.85354,9.17295
424,12229.45114,13576.27707,83.16232,1280.24386,12.71728
425,12154.8801,14240.87695,35.97212,321.96736,8.59769
426,12156.40039,17097.97539,83.27466,3930.5323,7.46721
427,12166.84216,17567.83817,122.69304,3466.25309,12.88497
428,12080.88506,18408.30407,75.00077,803.28745,18.05611
429,12226.79244,19804.05755,74.81996,1462.60732,11.73802
430,12197.38865,6256.76581,78.7156,2367.99779,10.39499
431,12118.44152,8811.65237,81.76049,1180.62761,13.47645
432,12264.13505,10806.43691,176.00612,14720.812,5.69939
433,12284.79012,15839.75391,82.75987,1467.56571,11.94029
434,12239.67943,16635.53692,37.08491,291.81222,12.48436
435,12253.00286,17873.07503,107.87753,2927.1231,11.39237
436,12287.60992,12818.85353,72.88399,1300.85667,9.85524
437,12257.57738,19381.94327,85.26745,2234.06559,11.39453
438,12301.03339,15317.06852,76.01126,1694.50899,9.96687
439,12493.85837,16630.4445,43.79704,296.6922,16.72001
440,12368.69605,18621.3627,47.09467,338.99944,16.60355
441,12315.45905,20888.38797,84.30501,1783.55169,13.73572
442,12465.95522,9909.79772,87.22777,3036.18854,8.45847
443,12383.72616,13718.11217,90.68453,1785.48746,12.04493
444,12456.93676,14682.50292,39.84092,391.63401,10.14882
445,12405.49979,10678.75464,90.326,2540.56681,8.33453
446,12487.31564,15973.70145,72.49448,1635.42513,8.43922
447,12508.90723,19792.12719,143.93066,4830.81703,12.28584
448,12577.93788,7227.80082,38.33633,333.75483,9.47569
449,12621.53516,7574.17137,64.77228,1067.78108,9.96703
450,12728.38569,7896.02314,56.683,731.35819,11.03843
451,12587.19551,10166.9747,49.94143,759.39775,11.61887
452,12601.2462,11457.63553,72.64627,4266.52644,5.91153
453,12622.61312,12045.28216,54.68135,1300.16197,10.19967
454,12503.27091,13539.78103,80.06781,927.95745,12.851
455,12599.98371,16238.78458,46.21601,489.19631,13.38028
456,12544.61445,17067.34278,62.81505,1504.59573,9.19727
457,12592.64895,21329.18981,127.6748,5259.209,8.48098
458,12585.5599,5368.25042,51.81664,437.79074,10.98475
459,12655.78748,6553.1754,26.16974,173.56959,7.97104
460,12685.2738,9547.65637,80.20523,1034.39396,16.58144
461,12591.47647,11008.22148,112.52759,3008.65357,10.64068
462,12663.63715,13133.76137,19.24423,279.76151,4.36241
463,12737.83858,5989.56557,228.52184,6855.40916,16.99759
464,12718.75196,12247.12076,54.15475,1138.95048,11.52942
465,12612.96089,19806.46815,202.77441,7302.63653,14.71889
466,12630.53061,20617.41742,92.21713,1937.05255,13.89103
467,12752.51352,7881.36676,61.97133,960.39808,10.68857
468,12715.74349,8875.34942,104.15866,1648.6986,15.57668
469,12779.15016,12409.40444,55.75253,690.82194,13.51655
