id,x [nm],y [nm],sigma [nm],intensity [photon],uncertainty_xy [nm],x_px,y_px,sigma_px,mean_intensity,Outlier
146,8736.03596,5601.95817,91.51979,1406.79523,13.94593,152,95,2,0.03965141612200436,False
147,8825.57567,14752.12383,103.453,2629.06447,14.64915,153,251,2,0.08017429193899782,False
148,8755.79653,16906.66598,97.79175,3727.70215,9.69209,152,288,2,0.06405228758169935,False
149,8710.82844,19357.24543,104.33794,5811.85134,8.27176,151,330,2,0.09019607843137253,False
150,8827.39933,7074.72543,83.3372,1961.88563,11.37949,154,121,1,0.0784313725490196,False
151,8859.61191,14750.8449,118.77069,5795.87751,9.31492,154,251,2,0.06579520697167757,False
153,8956.94451,2029.38035,93.87361,5947.96902,9.64026,156,35,2,0.09193899782135076,False
155,8885.3138,10226.08585,106.00188,2880.5969,10.58392,155,174,2,0.044880174291938996,False
158,8914.719,15433.23561,86.68073,1540.5014,16.2679,155,263,1,0.050980392156862744,False
159,8927.17053,20239.04299,85.49884,1430.49269,13.76684,155,345,1,0.03529411764705882,False
160,8982.01846,3034.67831,184.94225,4729.20506,17.79165,156,52,3,0.05772549019607842,False
164,9101.85566,16005.85816,98.99507,1894.27767,12.63349,158,273,2,0.05969498910675381,False
165,8951.73853,18631.48858,80.51234,2658.34203,11.05097,156,317,1,0.12549019607843137,False
166,9018.96392,20564.69668,98.64576,2325.36951,14.71708,157,350,2,0.06884531590413942,False
167,9085.15413,20972.47176,116.79641,3539.63667,13.4916,158,357,2,0.06361655773420478,False
171,9135.52394,7646.60878,100.44137,3776.1455,10.28096,159,130,2,0.12287581699346406,False
172,9112.72093,10881.33239,86.09031,2617.71058,11.49551,158,185,1,0.14509803921568626,False
174,9015.23959,742.02373,89.25745,1890.16165,14.96509,157,13,2,0.0954248366013072,False
175,8956.1101,2245.579,98.58429,3419.00413,11.56546,156,38,2,0.1037037037037037,False
176,9131.63065,11618.45841,96.40751,3483.76274,9.25016,159,198,2,0.07407407407407407,False
177,9094.93302,13358.72183,104.04468,4087.31748,9.78611,158,228,2,0.09542483660130718,False
178,9109.18026,17050.75687,85.88939,3240.49665,9.48766,158,290,1,0.03137254901960784,False
179,8976.84297,18859.24114,101.45332,2312.0063,12.95452,156,321,2,0.06318082788671024,False
180,9142.51971,19744.48678,125.09827,4223.87784,10.49777,159,336,2,0.05185185185185184,False
181,9121.79627,21958.82851,86.96312,1575.10948,14.23937,159,374,1,0.14901960784313725,False
182,9144.34727,8177.90484,84.73372,4084.3474,7.51372,159,139,1,0.13333333333333333,False
183,9164.12026,9238.96872,94.12975,3152.60352,9.94931,159,157,2,0.1259259259259259,False
184,9192.65894,13215.60408,92.50855,2254.27245,12.58365,160,225,2,0.057516339869281036,False
187,9112.46782,16011.60437,93.49084,1807.68675,14.44977,158,273,2,0.05969498910675381,False
188,9102.3593,19837.75572,85.11418,1923.79542,12.19507,158,338,1,0.10196078431372549,False
190,9175.36697,1827.25171,138.72328,11191.74882,6.49856,160,31,2,0.1616557734204793,False
193,9137.49459,18407.3931,109.18758,4050.45212,12.55071,159,314,2,0.05664488017429194,False
194,9121.86603,20496.14826,103.60674,2778.00688,13.83995,159,349,2,0.032244008714596956,False
195,9138.6553,21054.37406,84.24322,2094.47628,9.56222,159,359,1,0.10196078431372549,False
196,9284.08445,1638.34513,150.23679,6240.3632,10.87702,161,28,3,0.1375686274509804,False
197,9206.43444,7414.85605,104.23648,6228.49468,7.10473,160,126,2,0.13115468409586054,False
198,9268.83031,8872.669,161.12182,21478.32802,4.06584,161,151,3,0.2539607843137255,True
199,9317.37585,15020.69629,143.99366,7003.56583,10.90454,162,256,2,0.0832244008714597,False
200,9228.77402,16194.41192,81.50824,1996.5732,10.26822,161,276,1,0.011764705882352941,False
201,9328.58801,21711.27398,129.74957,6060.42275,9.46966,162,370,2,0.09978213507625272,False
204,9287.31401,10925.89321,95.74186,5116.74482,8.66476,162,186,2,0.0923747276688453,False
205,9443.54389,12035.36539,83.02349,2595.15321,9.66016,164,205,1,0.10196078431372549,False
206,9383.22913,15210.63165,165.82182,10352.10374,9.52954,163,259,3,0.10305882352941177,False
207,9418.14234,21514.79307,117.27704,3386.45155,12.55929,164,367,2,0.11459694989106753,False
208,9384.11703,6622.79063,83.77146,2706.16693,8.63363,163,113,1,0.054901960784313725,False
216,9410.79065,7932.62213,75.37274,1701.2995,13.13228,164,135,1,0.1411764705882353,False
217,9391.43023,15275.97272,116.28293,6623.29256,9.79777,163,260,2,0.12374727668845316,False
218,9367.42708,17279.89402,77.65383,1859.74076,13.11038,163,294,1,0.0,False
219,9426.70338,18029.7689,90.29661,1583.83893,17.01508,164,307,2,0.03093681917211329,False
220,9554.47462,2722.98217,76.3718,2404.10645,7.523,166,46,1,0.0980392156862745,False
222,9458.21457,11879.19824,84.36564,2024.07989,12.63617,164,202,1,0.07058823529411765,False
224,9482.54774,21679.84607,148.45811,7675.52356,7.98524,165,369,3,0.10886274509803923,False
225,9666.32323,22657.17637,105.81484,2964.62201,10.33245,168,386,2,0.13376906318082787,False
226,9492.5924,6645.71726,111.1279,3421.55375,12.67047,165,113,2,0.062309368191721136,False
227,9627.67505,10256.00628,89.77127,1722.94732,12.97926,167,175,2,0.0766884531590414,False
228,9544.1799,11258.226,104.58855,4249.459,9.32349,166,192,2,0.08888888888888888,False
229,9502.05529,11996.01403,89.31933,3303.15812,9.62007,165,204,2,0.05925925925925926,False
230,9397.41182,15247.13133,200.95125,14330.49234,8.9199,163,260,3,0.11733333333333333,False
232,9542.50938,18737.72469,80.75713,1684.42754,12.61668,166,319,1,0.10196078431372549,False
233,9638.60754,1674.11528,124.67311,10446.03079,4.53844,168,29,2,0.16122004357298472,False
236,9579.29445,10079.97836,82.97631,1865.02877,12.58937,167,172,1,0.09411764705882353,False
237,9717.68161,19943.52534,89.95502,1253.60937,18.8627,169,340,2,0.021350762527233114,False
239,9714.15829,22679.52178,108.97336,3362.15094,11.9496,169,386,2,0.14335511982570803,False
240,9599.06201,504.90302,96.21591,2434.7813,12.87128,167,9,2,0.07930283224400872,False
243,9712.37754,2800.97097,97.6605,2864.02605,11.79895,169,48,2,0.0701525054466231,False
245,9667.28402,10128.89105,81.66694,1827.2648,11.34172,168,173,1,0.10196078431372549,False
246,9762.36665,10880.93333,94.59605,3365.14417,11.067,170,185,2,0.114161220043573,False
248,9801.34942,20801.63747,131.81972,3475.35491,14.60917,170,354,2,0.09803921568627451,False
251,9745.49101,15779.00025,92.08879,1900.73126,14.26363,169,269,2,0.07320261437908497,False
252,9834.27058,16892.76138,100.29017,4177.46822,9.85513,171,288,2,0.11067538126361655,False
254,9841.25558,1493.38745,116.60189,5987.83743,7.96915,171,25,2,0.11808278867102397,False
255,9847.05663,4383.16296,123.6476,6085.83224,8.52202,171,75,2,0.11938997821350762,False
257,9878.40942,7096.95396,78.04262,1816.20979,10.1568,172,121,1,0.047058823529411764,False
259,9842.85374,16736.60948,112.20492,3803.18503,12.49036,171,285,2,0.04705882352941176,False
260,9838.85424,21406.01415,102.17876,5879.85935,8.18792,171,365,2,0.07276688453159043,False
261,9876.0754,22512.49886,104.86329,3004.23356,10.20173,172,384,2,0.07363834422657951,False
263,9985.98369,8867.55906,133.89836,6482.31633,7.70306,174,151,2,0.11982570806100218,False
264,9911.30943,10931.2907,98.63707,4253.04585,12.7642,172,186,2,0.13943355119825707,False
265,9825.04843,18547.1206,95.46529,3650.86146,10.25661,171,316,2,0.0766884531590414,False
266,9904.89801,3432.55264,78.26624,2539.26247,9.31447,172,58,1,0.13333333333333333,False
268,10086.75906,13961.64837,94.74291,4704.82615,9.89402,175,238,2,0.1503267973856209,False
269,9869.50987,20724.54926,109.88107,3988.29188,10.87424,172,353,2,0.05446623093681917,False
271,10066.29214,10936.50498,106.03448,5455.83972,11.24567,175,186,2,0.12418300653594772,False
272,10078.42707,12670.8937,81.73845,1771.56217,11.12901,175,216,1,0.09411764705882353,False
273,9983.78187,22949.29662,114.03643,4031.57493,12.18715,174,391,2,0.12505446623093683,False
278,10045.654,9536.63555,155.13093,15763.20866,7.45151,175,162,3,0.17725490196078433,False
279,10022.036,12079.35506,83.45173,3223.01992,9.1134,174,206,1,0.07058823529411765,False
280,10102.94004,13893.76993,131.77637,8457.16415,9.70989,176,237,2,0.06666666666666667,False
281,10075.4992,15858.79758,83.54284,2674.75354,9.49622,175,270,1,0.011764705882352941,False
283,9985.65923,1546.78228,188.60795,8612.77154,10.16242,174,26,3,0.07890196078431372,False
284,10055.788,6601.52315,91.76159,3163.76566,8.71797,175,112,2,0.09455337690631808,False
286,10093.90415,8884.96981,189.06684,9525.43292,10.28972,176,151,3,0.1003921568627451,False
287,10113.66535,10954.92841,118.05243,6861.40283,10.49104,176,187,2,0.15555555555555556,False
288,10092.31198,12501.84254,93.4534,4807.28203,7.10803,176,213,2,0.09237472766884532,False
289,10135.12119,13574.77449,103.60195,2585.90949,16.69682,176,231,2,0.09673202614379085,False
290,10149.08452,14485.21342,91.80345,4267.38207,9.2822,177,247,2,0.0915032679738562,False
291,10111.98724,19305.7448,81.48952,1180.67408,13.66363,176,329,1,0.14901960784313725,False
292,10181.87943,4281.5623,126.89835,5027.27962,10.56642,177,73,2,0.10762527233115467,False
293,10285.991,4722.8709,78.4672,2215.84113,11.27867,179,80,1,0.10588235294117646,False
294,10095.06019,16762.79034,85.06698,2758.83246,14.28696,176,286,1,0.1411764705882353,False
295,10235.07081,18449.9212,81.80467,2040.64377,13.23363,178,314,1,0.01568627450980392,False
296,10239.01716,19154.38665,92.99331,2352.69929,10.90547,178,326,2,0.058823529411764705,False
298,10326.40378,20961.22754,95.51986,3809.25074,12.78597,180,357,2,0.10631808278867103,False
299,10185.01804,4284.06296,115.18562,4656.34094,10.43862,177,73,2,0.10762527233115467,False
300,10266.56354,13173.30081,101.74512,3538.18335,10.30101,179,224,2,0.03616557734204793,False
302,10276.93629,15995.6009,99.45022,3264.89601,12.91403,179,272,2,0.04749455337690631,False
303,10151.20357,21569.747,108.10277,4843.55571,11.08587,177,367,2,0.08671023965141612,False
304,10328.15974,21942.86796,97.39047,4433.43507,9.58314,180,374,2,0.03877995642701525,False
305,10228.3742,23355.75327,78.58987,1160.23381,13.22386,178,398,1,0.0,False
306,10174.84947,10882.29449,109.34126,5383.07832,12.07761,177,185,2,0.12113289760348583,False
309,10275.0853,22760.70834,91.4638,5760.24637,7.40673,179,388,2,0.052723311546840956,False
310,10393.33497,854.49001,102.79842,3440.14123,10.43016,181,15,2,0.07973856209150326,False
311,10394.77509,1085.46368,99.70305,2516.73869,10.66885,181,18,2,0.07015250544662309,False
312,10358.53349,1920.63028,75.57429,1906.29889,9.88447,180,33,1,0.054901960784313725,False
314,10327.97862,7087.05427,105.07812,2151.21861,18.06199,180,121,2,0.08888888888888888,False
315,10272.7411,8718.66647,78.61263,1691.00542,12.6574,179,149,1,0.027450980392156862,False
316,10291.34424,9332.8048,84.42821,3005.22975,10.7408,179,159,1,0.09411764705882353,False
317,10289.19701,10055.14606,92.54625,3551.75345,9.81897,179,171,2,0.0989106753812636,False
318,10362.2497,2907.95157,117.86075,5493.39292,9.8413,180,50,2,0.11328976034858387,False
320,10444.28216,11687.5963,100.71607,3374.09518,8.58403,182,199,2,0.048366013071895426,False
321,10565.3788,15481.13445,85.17651,1220.99063,15.32077,184,264,1,0.08627450980392157,False
322,10476.77708,17226.72591,89.07335,1715.4554,16.49349,182,293,2,0.058823529411764705,False
323,10404.74355,22198.19878,104.54694,2998.58347,12.58514,181,378,2,0.1045751633986928,False
324,10433.76352,267.98067,89.41561,2161.2997,12.90049,181,5,2,0.08714596949891068,False
325,10584.14584,5244.92029,96.64177,2499.15761,13.49789,184,89,2,0.09193899782135076,False
326,10500.93659,18402.2416,98.43234,4253.07861,8.39869,183,313,2,0.0906318082788671,False
327,10458.14344,20847.55985,162.68155,7615.81158,11.61169,182,355,3,0.08486274509803922,False
328,10478.82438,2463.31417,134.9215,6928.07814,8.85817,182,42,2,0.1450980392156863,False
329,10509.36603,3096.97992,93.94816,3256.70314,9.35149,183,53,2,0.06884531590413943,False
330,10625.39077,7696.5041,99.02687,3742.71945,11.71593,185,131,2,0.08453159041394337,False
331,10595.53646,8157.41176,83.5427,2159.8003,10.80142,184,139,1,0.06666666666666667,False
334,10620.75171,4658.59339,156.50269,8170.98926,8.96351,185,79,3,0.11811764705882352,False
335,10632.28755,4650.38644,183.30461,8256.67523,13.02494,185,79,3,0.11811764705882352,False
337,10595.98666,14828.43235,85.9637,2474.81606,9.9666,184,253,1,0.0392156862745098,False
338,10501.00152,20807.90291,124.59964,3069.99237,19.08325,183,354,2,0.08583877995642702,False
339,10713.89748,21535.35495,115.68462,1437.13358,35.64284,186,367,2,0.05577342047930283,False
342,10659.20427,6452.15442,97.44527,4953.73672,8.77347,185,110,2,0.14553376906318086,False
343,10675.7308,7052.85448,96.66515,4970.42223,4.89908,186,120,2,0.0775599128540305,False
346,10680.25041,15495.00567,84.60462,2082.7447,11.14166,186,264,1,0.03529411764705882,False
349,10746.64346,5357.24634,81.90422,2060.16736,14.44309,187,91,1,0.058823529411764705,False
350,10762.05959,8819.08007,112.52938,3370.50119,11.96498,187,150,2,0.04183006535947712,False
354,10742.3208,17728.40715,91.5846,2746.80787,10.34223,187,302,2,0.021350762527233117,False
355,10672.725,17943.17145,78.49841,1604.01113,12.70718,186,306,1,0.08235294117647059,False
358,10725.29215,5797.56447,78.12461,2464.74838,9.6175,187,99,1,0.03137254901960784,False
360,10757.28539,12653.10453,135.79941,7536.20669,7.71659,187,216,2,0.09586056644880174,False
362,10733.02064,16584.50897,103.38811,3722.86676,10.28055,187,283,2,0.12374727668845316,False
363,10849.58328,17172.54402,118.97905,4072.58742,12.94435,189,293,2,0.04836601307189542,False
364,10688.86898,21888.63685,91.08061,1542.8285,21.27069,186,373,2,0.04313725490196078,False
365,10833.5896,22307.64179,115.01632,5300.42819,10.17653,188,380,2,0.12418300653594772,False
369,10741.35125,4749.64296,114.20223,5230.84836,12.34042,187,81,2,0.09368191721132897,False
370,10758.12093,6225.87985,186.08405,17215.4205,7.1012,187,106,3,0.16752941176470584,False
371,10769.04806,8859.96686,78.35299,1947.76831,11.81716,187,151,1,0.06666666666666667,False
372,10782.37998,16466.48151,92.6897,4359.66858,8.2623,188,281,2,0.07450980392156864,False
373,10908.02202,19247.09622,98.67692,2502.61655,14.3363,190,328,2,0.05185185185185184,False
376,10918.83925,4377.47373,103.47974,4096.55079,9.76509,190,75,2,0.13028322440087148,False
377,10993.45397,13659.27381,97.36662,1941.5084,18.25915,191,233,2,0.13115468409586056,False
378,10956.79636,22694.59475,77.4186,1588.22533,13.905,191,387,1,0.16862745098039217,False
382,10974.88953,3016.95564,86.32885,2086.37146,13.35086,191,51,1,0.03529411764705882,False
383,10908.55958,7819.60649,101.91765,2635.67059,12.14262,190,133,2,0.06492374727668844,False
384,10945.07432,15001.4072,75.99198,1625.02751,9.86169,190,256,1,0.01568627450980392,False
386,10925.14042,18342.73053,82.84801,3296.50704,8.62743,190,312,1,0.00392156862745098,False
387,10864.394,19305.86152,95.94375,2338.72195,12.54994,189,329,2,0.06666666666666665,False
389,10980.73586,7191.0884,76.71539,2084.98109,9.53387,191,123,1,0.058823529411764705,False
390,11055.71246,10007.99185,117.711,3934.16244,13.10262,192,170,2,0.07712418300653595,False
392,11067.32337,21076.40113,82.6863,3765.18507,9.26814,192,359,1,0.058823529411764705,False
393,10987.82821,22161.73578,111.74659,4590.15216,11.23779,191,378,2,0.0793028322440087,False
394,11042.05064,1936.4207,81.97012,1187.13354,13.58094,192,33,1,0.054901960784313725,False
396,11006.34983,4399.39869,75.41499,2769.65042,10.04445,191,75,1,0.12549019607843137,False
397,11127.17811,10350.02244,89.87502,3169.51243,13.64453,194,176,2,0.04313725490196078,False
399,11177.05288,14362.82551,116.85133,4827.7984,13.08849,194,245,2,0.15250544662309368,False
402,11020.22302,22419.4551,185.21562,9640.52702,11.30193,192,382,3,0.09254901960784313,False
403,11127.05471,23300.88315,110.93254,3998.68224,9.74027,194,397,2,0.06666666666666667,False
404,11199.91876,2597.4703,88.01849,2125.48512,14.52133,195,44,2,0.0801742919389978,False
405,11246.00819,3531.20314,94.99082,3062.26487,9.83567,196,60,2,0.08583877995642701,False
406,11090.02371,8909.16217,76.66045,1097.40732,17.07848,193,152,1,0.03137254901960784,False
407,11189.46218,13650.82818,113.71796,5252.95656,8.87805,195,233,2,0.1328976034858388,False
410,11010.70995,22272.25698,112.74715,5105.23217,11.39103,191,379,2,0.07799564270152506,False
411,11138.21096,23266.97003,92.22421,3037.65829,10.02295,194,396,2,0.05969498910675381,False
413,11264.95443,5498.39749,93.95259,2273.12538,12.0017,196,94,2,0.05098039215686275,False
416,11380.97683,4959.629,111.58155,4375.22369,9.87933,198,84,2,0.11721132897603487,False
417,11169.03518,14232.24939,102.05299,4765.32291,12.07079,194,242,2,0.11982570806100218,False
418,11266.26157,15245.69365,83.23959,1652.31379,11.17073,196,260,1,0.047058823529411764,False
419,11270.25512,18805.90153,93.35042,4172.06655,7.7363,196,320,2,0.0392156862745098,False
420,11295.47502,20306.13951,202.85896,6802.42011,13.1131,196,346,3,0.05286274509803921,False
421,11190.47396,667.24343,87.99057,1102.26828,14.63386,195,11,2,0.042265795206971685,False
422,11265.05256,2633.57212,83.76409,2129.55195,10.82835,196,45,1,0.10980392156862745,False
423,11276.13272,3474.86785,104.98824,2157.85802,13.49645,196,59,2,0.09498910675381264,False
424,11314.07257,4483.14339,88.0568,2323.5607,13.37077,197,76,2,0.048366013071895426,False
427,11288.29488,19409.36982,90.83782,2434.53609,14.64912,196,331,2,0.10544662309368193,False
428,11343.13199,24453.34872,138.75292,12960.19851,4.71553,197,417,2,0.19564270152505447,True
430,11418.76931,6745.86201,141.3875,7187.69803,10.92324,199,115,2,0.13115468409586054,False
431,11322.20216,7884.0621,76.40459,2627.58874,11.62361,197,134,1,0.06274509803921569,False
433,11291.42149,14856.10646,93.6307,1779.7516,17.97459,196,253,2,0.03877995642701525,False
434,11366.48123,16889.63564,99.65,5931.11892,6.00593,198,288,2,0.09716775599128541,False
439,11414.15206,4101.3289,149.19781,6917.17148,10.14969,199,70,3,0.07215686274509804,False
440,11413.94857,8415.74528,97.21841,4243.54069,7.89945,199,143,2,0.03355119825708061,False
441,11437.08964,9212.71057,105.79179,5314.38734,7.80617,199,157,2,0.14335511982570806,False
442,11359.44788,13642.7274,112.48373,5280.20719,8.51107,198,232,2,0.05010893246187364,False
443,11442.14192,16181.61987,98.78148,4032.15447,9.38844,199,276,2,0.05098039215686275,False
445,11373.78818,23787.93025,76.12796,1545.19324,11.83619,198,405,1,0.027450980392156862,False
447,11425.26216,4984.24332,160.60287,5167.15219,17.76951,199,85,3,0.10556862745098039,False
452,11502.27805,2634.81947,87.92482,886.20067,25.81045,200,45,2,0.03006535947712418,False
453,11412.28698,4126.98171,96.77573,3867.56109,9.95364,198,70,2,0.10675381263616558,False
454,11503.05472,5085.49965,110.75852,4174.52821,9.72493,200,87,2,0.10239651416122003,False
456,11519.28469,8092.29681,81.94707,3452.65006,9.43474,200,138,1,0.07058823529411765,False
457,11583.76904,8607.81043,76.07468,1719.82986,11.98609,201,147,1,0.08627450980392157,False
458,11503.62286,9855.78193,91.0911,5732.50552,9.11094,200,168,2,0.1638344226579521,False
460,11463.89128,19343.57261,89.00252,3588.0444,9.13493,199,330,2,0.0710239651416122,False
461,11451.87363,20508.01332,114.87857,3174.71327,15.75329,199,349,2,0.0701525054466231,False
462,11530.1594,6626.99894,146.15704,5677.45928,12.77639,201,113,3,0.10478431372549019,False
463,11550.7828,6771.20096,102.79557,3554.4615,14.02635,201,115,2,0.1381263616557734,False
464,11527.07882,15163.3694,85.01238,1692.7828,14.30874,200,258,1,0.0980392156862745,False
