"id","x [nm]","y [nm]","sigma [nm]","intensity [photon]","uncertainty_xy [nm]"
133,8610.92907,19267.06256,106.28419,6253.02464,9.05464
134,8720.70273,400.8453,91.14061,1360.80853,13.12872
135,8810.50537,3402.48262,59.28041,634.01575,19.02567
136,8639.11176,11734.62153,104.68283,2364.49626,14.08186
137,8694.17018,13219.11862,43.59668,132.62082,31.05553
138,8718.71502,16020.19221,80.12789,1224.3419,16.28883
139,8649.63518,3808.78978,89.74538,3238.2134,11.19312
140,8695.23396,14440.76841,99.99502,4070.99225,8.08304
141,8694.56119,17644.33297,76.3304,2604.95021,8.7786
142,8691.97022,17811.96793,145.70554,6114.79438,11.13545
143,8881.08427,812.57006,76.81167,2095.06036,10.06166
144,8765.44824,1441.49523,89.04751,3493.27489,8.55193
145,8946.17723,2358.58373,77.24025,1698.05342,11.70474
146,8736.03596,5601.95817,91.51979,1406.79523,13.94593
147,8825.57567,14752.12383,103.453,2629.06447,14.64915
148,8755.79653,16906.66598,97.79175,3727.70215,9.69209
149,8710.82844,19357.24543,104.33794,5811.85134,8.27176
150,8827.39933,7074.72543,83.3372,1961.88563,11.37949
151,8859.61191,14750.8449,118.77069,5795.87751,9.31492
152,9002.66817,1007.66165,65.83185,1020.97115,13.41728
153,8956.94451,2029.38035,93.87361,5947.96902,9.64026
154,8930.0338,6106.16692,74.84126,2544.65516,7.07504
155,8885.3138,10226.08585,106.00188,2880.5969,10.58392
156,8922.47788,12230.39926,41.27012,225.03594,18.82698
157,8918.31135,12857.09191,37.38234,387.60495,9.91141
158,8914.719,15433.23561,86.68073,1540.5014,16.2679
159,8927.17053,20239.04299,85.49884,1430.49269,13.76684
160,8982.01846,3034.67831,184.94225,4729.20506,17.79165
161,9024.1237,4264.86764,71.78252,1319.92454,13.84447
162,8936.56576,4991.88707,49.32797,456.44355,13.59408
163,8963.00054,9615.78711,68.6332,992.96397,11.95591
164,9101.85566,16005.85816,98.99507,1894.27767,12.63349
165,8951.73853,18631.48858,80.51234,2658.34203,11.05097
166,9018.96392,20564.69668,98.64576,2325.36951,14.71708
167,9085.15413,20972.47176,116.79641,3539.63667,13.4916
168,9039.29796,2614.23501,56.03411,1183.20504,8.28346
169,8966.89028,5336.36109,49.40677,663.98778,10.41754
170,9029.04674,6526.42137,57.26176,1574.23182,7.40361
171,9135.52394,7646.60878,100.44137,3776.1455,10.28096
172,9112.72093,10881.33239,86.09031,2617.71058,11.49551
173,9056.79432,17440.83418,70.60957,1209.53183,13.39175
174,9015.23959,742.02373,89.25745,1890.16165,14.96509
175,8956.1101,2245.579,98.58429,3419.00413,11.56546
176,9131.63065,11618.45841,96.40751,3483.76274,9.25016
177,9094.93302,13358.72183,104.04468,4087.31748,9.78611
178,9109.18026,17050.75687,85.88939,3240.49665,9.48766
179,8976.84297,18859.24114,101.45332,2312.0063,12.95452
180,9142.51971,19744.48678,125.09827,4223.87784,10.49777
181,9121.79627,21958.82851,86.96312,1575.10948,14.23937
182,9144.34727,8177.90484,84.73372,4084.3474,7.51372
183,9164.12026,9238.96872,94.12975,3152.60352,9.94931
184,9192.65894,13215.60408,92.50855,2254.27245,12.58365
185,9174.37499,13742.78038,63.63157,1149.20311,10.21868
186,9173.07551,14288.5355,48.15952,655.35708,11.91751
187,9112.46782,16011.60437,93.49084,1807.68675,14.44977
188,9102.3593,19837.75572,85.11418,1923.79542,12.19507
189,9215.92188,916.49612,57.7558,716.84989,16.67273
190,9175.36697,1827.25171,138.72328,11191.74882,6.49856
191,9191.27559,4515.46135,61.08772,1430.02722,7.82507
192,9124.74362,10236.2788,62.51867,675.80673,15.28514
193,9137.49459,18407.3931,109.18758,4050.45212,12.55071
194,9121.86603,20496.14826,103.60674,2778.00688,13.83995
195,9138.6553,21054.37406,84.24322,2094.47628,9.56222
196,9284.08445,1638.34513,150.23679,6240.3632,10.87702
197,9206.43444,7414.85605,104.23648,6228.49468,7.10473
198,9268.83031,8872.669,161.12182,21478.32802,4.06584
199,9317.37585,15020.69629,143.99366,7003.56583,10.90454
200,9228.77402,16194.41192,81.50824,1996.5732,10.26822
201,9328.58801,21711.27398,129.74957,6060.42275,9.46966
202,9268.21763,22212.69713,55.22629,502.54724,15.96495
203,9347.43284,3477.05655,52.23594,938.08116,9.18768
204,9287.31401,10925.89321,95.74186,5116.74482,8.66476
205,9443.54389,12035.36539,83.02349,2595.15321,9.66016
206,9383.22913,15210.63165,165.82182,10352.10374,9.52954
207,9418.14234,21514.79307,117.27704,3386.45155,12.55929
208,9384.11703,6622.79063,83.77146,2706.16693,8.63363
209,9366.93458,9670.49934,49.55193,582.1106,11.63689
210,9397.74886,12737.74475,37.63924,404.22843,9.15741
211,9388.90362,14330.50678,69.03023,1738.19931,9.5038
212,9392.8639,17845.03899,57.49017,1122.12395,9.58766
213,9309.36679,20511.09655,73.8205,1357.87937,14.06117
214,9462.66187,3903.04296,43.30966,642.5549,8.25793
215,9457.04723,6053.93734,28.91947,359.64583,8.10758
216,9410.79065,7932.62213,75.37274,1701.2995,13.13228
217,9391.43023,15275.97272,116.28293,6623.29256,9.79777
218,9367.42708,17279.89402,77.65383,1859.74076,13.11038
219,9426.70338,18029.7689,90.29661,1583.83893,17.01508
220,9554.47462,2722.98217,76.3718,2404.10645,7.523
221,9516.37185,5453.7161,50.13754,507.02807,12.37037
222,9458.21457,11879.19824,84.36564,2024.07989,12.63617
223,9472.11598,14001.92891,38.36712,466.46875,9.81616
224,9482.54774,21679.84607,148.45811,7675.52356,7.98524
225,9666.32323,22657.17637,105.81484,2964.62201,10.33245
226,9492.5924,6645.71726,111.1279,3421.55375,12.67047
227,9627.67505,10256.00628,89.77127,1722.94732,12.97926
228,9544.1799,11258.226,104.58855,4249.459,9.32349
229,9502.05529,11996.01403,89.31933,3303.15812,9.62007
230,9397.41182,15247.13133,200.95125,14330.49234,8.9199
231,9575.1439,18411.06403,70.99774,2793.69883,9.24394
232,9542.50938,18737.72469,80.75713,1684.42754,12.61668
233,9638.60754,1674.11528,124.67311,10446.03079,4.53844
234,9652.27948,6198.0609,53.40221,824.01594,11.58309
235,9671.08745,7587.38694,60.92804,1408.10693,10.40341
236,9579.29445,10079.97836,82.97631,1865.02877,12.58937
237,9717.68161,19943.52534,89.95502,1253.60937,18.8627
238,9641.53555,20128.84314,63.89521,1011.84692,11.53905
239,9714.15829,22679.52178,108.97336,3362.15094,11.9496
240,9599.06201,504.90302,96.21591,2434.7813,12.87128
241,9617.18285,13075.08938,61.71586,1004.37363,11.46785
242,9689.3343,16232.67973,64.6662,1554.34518,11.57643
243,9712.37754,2800.97097,97.6605,2864.02605,11.79895
244,9732.61728,5077.20844,34.33596,311.52702,8.08198
245,9667.28402,10128.89105,81.66694,1827.2648,11.34172
246,9762.36665,10880.93333,94.59605,3365.14417,11.067
247,9704.25362,17645.45484,70.63946,1461.9099,9.28373
248,9801.34942,20801.63747,131.81972,3475.35491,14.60917
249,9797.30109,197.02534,35.19076,536.95146,9.28565
250,9793.86213,14657.66373,36.65411,624.35164,10.12598
251,9745.49101,15779.00025,92.08879,1900.73126,14.26363
252,9834.27058,16892.76138,100.29017,4177.46822,9.85513
253,9772.10037,22198.75432,74.84008,2120.36548,10.77558
254,9841.25558,1493.38745,116.60189,5987.83743,7.96915
255,9847.05663,4383.16296,123.6476,6085.83224,8.52202
256,9854.04478,6206.54724,66.34145,1280.93673,9.89948
257,9878.40942,7096.95396,78.04262,1816.20979,10.1568
258,9819.70201,14934.815,47.29253,957.44618,8.56848
259,9842.85374,16736.60948,112.20492,3803.18503,12.49036
260,9838.85424,21406.01415,102.17876,5879.85935,8.18792
261,9876.0754,22512.49886,104.86329,3004.23356,10.20173
262,9889.13086,8445.73269,43.70896,552.61486,10.67359
263,9985.98369,8867.55906,133.89836,6482.31633,7.70306
264,9911.30943,10931.2907,98.63707,4253.04585,12.7642
265,9825.04843,18547.1206,95.46529,3650.86146,10.25661
266,9904.89801,3432.55264,78.26624,2539.26247,9.31447
267,9928.59902,3822.97831,74.14644,2003.9614,11.48606
268,10086.75906,13961.64837,94.74291,4704.82615,9.89402
269,9869.50987,20724.54926,109.88107,3988.29188,10.87424
270,10031.96431,5214.48898,33.09864,385.45249,6.90371
271,10066.29214,10936.50498,106.03448,5455.83972,11.24567
272,10078.42707,12670.8937,81.73845,1771.56217,11.12901
273,9983.78187,22949.29662,114.03643,4031.57493,12.18715
274,10093.04614,2490.61058,63.16007,1047.07653,14.10287
275,10103.95295,4918.29483,50.21836,702.71707,15.92541
276,10060.86539,5798.62306,59.53565,672.10042,11.96358
277,10073.74659,8049.61326,57.21611,1206.10236,8.58756
278,10045.654,9536.63555,155.13093,15763.20866,7.45151
279,10022.036,12079.35506,83.45173,3223.01992,9.1134
280,10102.94004,13893.76993,131.77637,8457.16415,9.70989
281,10075.4992,15858.79758,83.54284,2674.75354,9.49622
282,10138.33511,17431.47956,46.61279,618.58559,11.92248
283,9985.65923,1546.78228,188.60795,8612.77154,10.16242
284,10055.788,6601.52315,91.76159,3163.76566,8.71797
285,10165.37656,7163.81506,64.94331,1106.01099,12.322
286,10093.90415,8884.96981,189.06684,9525.43292,10.28972
287,10113.66535,10954.92841,118.05243,6861.40283,10.49104
288,10092.31198,12501.84254,93.4534,4807.28203,7.10803
289,10135.12119,13574.77449,103.60195,2585.90949,16.69682
290,10149.08452,14485.21342,91.80345,4267.38207,9.2822
291,10111.98724,19305.7448,81.48952,1180.67408,13.66363
292,10181.87943,4281.5623,126.89835,5027.27962,10.56642
293,10285.991,4722.8709,78.4672,2215.84113,11.27867
294,10095.06019,16762.79034,85.06698,2758.83246,14.28696
295,10235.07081,18449.9212,81.80467,2040.64377,13.23363
296,10239.01716,19154.38665,92.99331,2352.69929,10.90547
297,10134.61847,19967.78735,63.13196,496.08858,14.83875
298,10326.40378,20961.22754,95.51986,3809.25074,12.78597
299,10185.01804,4284.06296,115.18562,4656.34094,10.43862
300,10266.56354,13173.30081,101.74512,3538.18335,10.30101
301,10282.04374,14836.96413,63.60354,998.6534,11.63023
302,10276.93629,15995.6009,99.45022,3264.89601,12.91403
303,10151.20357,21569.747,108.10277,4843.55571,11.08587
304,10328.15974,21942.86796,97.39047,4433.43507,9.58314
305,10228.3742,23355.75327,78.58987,1160.23381,13.22386
306,10174.84947,10882.29449,109.34126,5383.07832,12.07761
307,10346.4167,17478.85842,53.08768,819.32887,11.68352
308,10289.67198,18885.35566,69.0325,1414.53634,9.96137
309,10275.0853,22760.70834,91.4638,5760.24637,7.40673
310,10393.33497,854.49001,102.79842,3440.14123,10.43016
311,10394.77509,1085.46368,99.70305,2516.73869,10.66885
312,10358.53349,1920.63028,75.57429,1906.29889,9.88447
313,10329.94345,3755.68134,71.01283,2187.26317,7.73288
314,10327.97862,7087.05427,105.07812,2151.21861,18.06199
315,10272.7411,8718.66647,78.61263,1691.00542,12.6574
316,10291.34424,9332.8048,84.42821,3005.22975,10.7408
317,10289.19701,10055.14606,92.54625,3551.75345,9.81897
318,10362.2497,2907.95157,117.86075,5493.39292,9.8413
319,10380.29609,3535.24236,71.95564,1723.91181,11.19044
320,10444.28216,11687.5963,100.71607,3374.09518,8.58403
321,10565.3788,15481.13445,85.17651,1220.99063,15.32077
322,10476.77708,17226.72591,89.07335,1715.4554,16.49349
323,10404.74355,22198.19878,104.54694,2998.58347,12.58514
324,10433.76352,267.98067,89.41561,2161.2997,12.90049
325,10584.14584,5244.92029,96.64177,2499.15761,13.49789
326,10500.93659,18402.2416,98.43234,4253.07861,8.39869
327,10458.14344,20847.55985,162.68155,7615.81158,11.61169
328,10478.82438,2463.31417,134.9215,6928.07814,8.85817
329,10509.36603,3096.97992,93.94816,3256.70314,9.35149
330,10625.39077,7696.5041,99.02687,3742.71945,11.71593
331,10595.53646,8157.41176,83.5427,2159.8003,10.80142
332,10553.93844,13261.14661,59.90815,1524.30325,10.2519
333,10528.34183,23632.3915,60.57157,876.55402,12.22034
334,10620.75171,4658.59339,156.50269,8170.98926,8.96351
335,10632.28755,4650.38644,183.30461,8256.67523,13.02494
336,10650.81705,14149.85666,34.56107,363.03808,8.81554
337,10595.98666,14828.43235,85.9637,2474.81606,9.9666
338,10501.00152,20807.90291,124.59964,3069.99237,19.08325
339,10713.89748,21535.35495,115.68462,1437.13358,35.64284
340,10610.32703,23210.17725,34.18137,389.16477,11.21814
341,10624.7952,1297.69909,48.69406,843.94641,7.83181
342,10659.20427,6452.15442,97.44527,4953.73672,8.77347
343,10675.7308,7052.85448,96.66515,4970.42223,4.89908
344,10642.92564,10748.54612,59.81287,1555.10393,9.178
345,10663.84033,12310.87444,68.26979,3436.94733,7.08905
346,10680.25041,15495.00567,84.60462,2082.7447,11.14166
347,10691.0528,19551.60047,37.76972,287.92063,12.07883
348,10678.25186,3852.11281,53.41654,635.04279,12.44373
349,10746.64346,5357.24634,81.90422,2060.16736,14.44309
350,10762.05959,8819.08007,112.52938,3370.50119,11.96498
351,10746.14739,10934.08548,66.38433,966.24643,15.10903
352,10713.46148,11414.48291,38.48775,498.67499,9.97702
353,10692.83155,11856.82222,51.00679,646.84608,14.455
354,10742.3208,17728.40715,91.5846,2746.80787,10.34223
355,10672.725,17943.17145,78.49841,1604.01113,12.70718
356,10702.40234,18933.76298,51.66037,1103.52719,9.80294
357,10737.29248,1018.56985,59.88368,627.69671,14.96073
358,10725.29215,5797.56447,78.12461,2464.74838,9.6175
359,10809.95463,9856.53458,56.73617,1515.76395,8.78214
360,10757.28539,12653.10453,135.79941,7536.20669,7.71659
361,10765.16162,13117.00063,65.73638,699.71112,17.83929
362,10733.02064,16584.50897,103.38811,3722.86676,10.28055
363,10849.58328,17172.54402,118.97905,4072.58742,12.94435
364,10688.86898,21888.63685,91.08061,1542.8285,21.27069
365,10833.5896,22307.64179,115.01632,5300.42819,10.17653
366,10824.95548,23351.64877,64.04805,1000.26514,12.8529
367,10785.71024,23564.02019,46.43281,586.836,11.83411
368,10761.90098,23994.10425,48.37525,259.62129,20.0233
369,10741.35125,4749.64296,114.20223,5230.84836,12.34042
370,10758.12093,6225.87985,186.08405,17215.4205,7.1012
371,10769.04806,8859.96686,78.35299,1947.76831,11.81716
372,10782.37998,16466.48151,92.6897,4359.66858,8.2623
373,10908.02202,19247.09622,98.67692,2502.61655,14.3363
374,10772.79918,20124.29146,73.30063,1424.56797,11.65084
375,10751.97936,20636.70422,66.21148,1813.78011,9.95172
376,10918.83925,4377.47373,103.47974,4096.55079,9.76509
377,10993.45397,13659.27381,97.36662,1941.5084,18.25915
378,10956.79636,22694.59475,77.4186,1588.22533,13.905
379,10881.38813,23840.04396,43.89898,460.88234,8.92105
380,10917.67068,275.5426,64.65038,586.2759,13.92671
381,10949.81777,1658.18293,61.97396,890.78305,9.29756
382,10974.88953,3016.95564,86.32885,2086.37146,13.35086
383,10908.55958,7819.60649,101.91765,2635.67059,12.14262
384,10945.07432,15001.4072,75.99198,1625.02751,9.86169
385,10883.3306,17278.36716,58.61697,1258.09445,13.03962
386,10925.14042,18342.73053,82.84801,3296.50704,8.62743
387,10864.394,19305.86152,95.94375,2338.72195,12.54994
388,10995.89523,1320.18473,36.79059,377.51206,8.67339
389,10980.73586,7191.0884,76.71539,2084.98109,9.53387
390,11055.71246,10007.99185,117.711,3934.16244,13.10262
391,11013.66109,10525.55012,65.50224,1980.86095,10.00961
392,11067.32337,21076.40113,82.6863,3765.18507,9.26814
393,10987.82821,22161.73578,111.74659,4590.15216,11.23779
394,11042.05064,1936.4207,81.97012,1187.13354,13.58094
395,11042.06853,3200.36509,47.29204,1245.51427,8.37534
396,11006.34983,4399.39869,75.41499,2769.65042,10.04445
397,11127.17811,10350.02244,89.87502,3169.51243,13.64453
398,11135.61348,13281.06835,69.37515,803.13895,18.62109
399,11177.05288,14362.82551,116.85133,4827.7984,13.08849
400,11071.59894,16627.13093,57.40167,1409.5894,9.94695
401,11098.89628,21563.89917,36.27885,406.0977,11.2305
402,11020.22302,22419.4551,185.21562,9640.52702,11.30193
403,11127.05471,23300.88315,110.93254,3998.68224,9.74027
404,11199.91876,2597.4703,88.01849,2125.48512,14.52133
405,11246.00819,3531.20314,94.99082,3062.26487,9.83567
406,11090.02371,8909.16217,76.66045,1097.40732,17.07848
407,11189.46218,13650.82818,113.71796,5252.95656,8.87805
408,11120.97647,14662.44346,63.43601,956.32211,11.35026
409,11195.42007,19862.95476,69.28479,1155.46166,10.77681
410,11010.70995,22272.25698,112.74715,5105.23217,11.39103
411,11138.21096,23266.97003,92.22421,3037.65829,10.02295
412,11250.10571,673.09905,74.22129,877.73148,13.95122
413,11264.95443,5498.39749,93.95259,2273.12538,12.0017
414,11148.47103,12303.95788,51.39043,476.72244,16.26745
415,11225.73961,17916.07756,34.70106,523.58498,8.10648
416,11380.97683,4959.629,111.58155,4375.22369,9.87933
417,11169.03518,14232.24939,102.05299,4765.32291,12.07079
418,11266.26157,15245.69365,83.23959,1652.31379,11.17073
419,11270.25512,18805.90153,93.35042,4172.06655,7.7363
420,11295.47502,20306.13951,202.85896,6802.42011,13.1131
421,11190.47396,667.24343,87.99057,1102.26828,14.63386
422,11265.05256,2633.57212,83.76409,2129.55195,10.82835
423,11276.13272,3474.86785,104.98824,2157.85802,13.49645
424,11314.07257,4483.14339,88.0568,2323.5607,13.37077
425,11294.40289,12809.94403,74.95277,1380.41706,13.27305
426,11284.00584,15698.36415,48.63406,644.11761,10.13221
427,11288.29488,19409.36982,90.83782,2434.53609,14.64912
428,11343.13199,24453.34872,138.75292,12960.19851,4.71553
429,11392.74165,4226.8303,74.9824,2176.54626,13.3218
430,11418.76931,6745.86201,141.3875,7187.69803,10.92324
431,11322.20216,7884.0621,76.40459,2627.58874,11.62361
432,11365.63108,12339.45203,34.7136,331.4512,12.39129
433,11291.42149,14856.10646,93.6307,1779.7516,17.97459
434,11366.48123,16889.63564,99.65,5931.11892,6.00593
435,11338.49529,17443.37054,64.72775,563.33928,18.72296
436,11341.02618,20868.74559,71.85529,1931.64466,11.09459
437,11440.992,1072.56594,44.75962,316.80517,13.75395
438,11392.61954,1607.39088,48.95135,543.87113,9.86602
439,11414.15206,4101.3289,149.19781,6917.17148,10.14969
440,11413.94857,8415.74528,97.21841,4243.54069,7.89945
441,11437.08964,9212.71057,105.79179,5314.38734,7.80617
442,11359.44788,13642.7274,112.48373,5280.20719,8.51107
443,11442.14192,16181.61987,98.78148,4032.15447,9.38844
444,11403.46604,18411.81035,30.10794,328.38224,8.55362
445,11373.78818,23787.93025,76.12796,1545.19324,11.83619
446,11425.41128,1966.27307,67.02055,542.85365,18.66084
447,11425.26216,4984.24332,160.60287,5167.15219,17.76951
448,11484.27831,5826.40213,47.18087,834.04854,7.86504
449,11435.77007,13002.93345,55.45248,1092.80939,9.2078
450,11466.66486,21074.92051,67.75413,1982.40171,10.5012
451,11484.09754,22954.97112,70.9775,1540.49844,10.57002
452,11502.27805,2634.81947,87.92482,886.20067,25.81045
453,11412.28698,4126.98171,96.77573,3867.56109,9.95364
454,11503.05472,5085.49965,110.75852,4174.52821,9.72493
455,11529.48991,7539.41684,57.70261,1454.30958,9.6113
456,11519.28469,8092.29681,81.94707,3452.65006,9.43474
457,11583.76904,8607.81043,76.07468,1719.82986,11.98609
458,11503.62286,9855.78193,91.0911,5732.50552,9.11094
459,11555.58062,11778.46304,15.83964,171.00474,5.09587
460,11463.89128,19343.57261,89.00252,3588.0444,9.13493
461,11451.87363,20508.01332,114.87857,3174.71327,15.75329
462,11530.1594,6626.99894,146.15704,5677.45928,12.77639
463,11550.7828,6771.20096,102.79557,3554.4615,14.02635
464,11527.07882,15163.3694,85.01238,1692.7828,14.30874
465,11529.39334,15344.73454,97.12764,1520.4219,18.26262
466,11601.32525,23234.10625,54.47805,999.71873,10.57748
467,11541.99021,24364.66888,151.48845,8655.87901,8.24606
468,11663.46225,21274.47323,94.52697,2521.22637,12.05807
